sale_id,date,client_id,campaign_id,country,region,latitude,longitude,market_status,service,salesperson,segment,revenue,cost,profit,pipeline_stage,win_loss_status,sales_cycle_days
S-13940,2026-05-08,C-4623,CAM-524,South Africa,Cape Town,-33.9249,18.4241,Growth,HR Analytics,Neo,Enterprise,57439.63,20918.46,36521.17,Negotiation,Won,43
S-46166,2026-05-08,C-3027,CAM-894,Kenya,Nairobi,-1.2921,36.8219,Potential,Process Optimisation,Aisha,Startup,11162.04,3718.2,7443.84,Lead,Lost,21
S-59311,2026-05-08,C-6463,CAM-696,Botswana,Francistown,-21.1702,27.5079,Growth,Cybersecurity,Kabelo,Startup,45616.56,32054.76,13561.8,Qualified,Lost,31
S-31249,2026-05-08,C-4205,CAM-440,Nigeria,Lagos,6.5244,3.3792,Potential,Data Automation,Neo,NGO,24169.23,16982.33,7186.9,Qualified,Won,68
S-43374,2026-05-08,C-3313,CAM-830,Namibia,Windhoek,-22.5609,17.0658,Expansion,Process Optimisation,Mpho,Startup,70652.03,32437.42,38214.61,Proposal,Lost,13
S-78914,2026-05-08,C-7231,CAM-710,Zimbabwe,Harare,-17.8292,31.0522,Potential,AI Chatbot,Thato,Government,109626.71,69141.77,40484.94,Qualified,Won,31
S-67589,2026-05-08,C-9480,CAM-132,Zambia,Lusaka,-15.3875,28.3228,Potential,Data Automation,Lerato,Enterprise,129241.01,81392.35,47848.66,Lead,Lost,23
S-98419,2026-05-08,C-9717,CAM-810,Zambia,Lusaka,-15.3875,28.3228,Potential,Process Optimisation,Aisha,SME,47512.58,18644.26,28868.32,Proposal,Lost,45
S-10534,2026-05-08,C-6316,CAM-394,Nigeria,Lagos,6.5244,3.3792,Potential,Data Automation,Thato,Startup,58517.33,26501.85,32015.48,Lead,Lost,39
S-86122,2026-05-08,C-3999,CAM-603,Zambia,Lusaka,-15.3875,28.3228,Potential,BI Dashboard,Aisha,Startup,75794.83,35244.03,40550.8,Negotiation,Won,65
S-11482,2026-05-08,C-5836,CAM-158,Namibia,Windhoek,-22.5609,17.0658,Expansion,Cybersecurity,Neo,NGO,91542.09,49358.72,42183.37,Negotiation,Lost,37
S-45516,2026-05-08,C-7300,CAM-618,Kenya,Nairobi,-1.2921,36.8219,Potential,Process Optimisation,Lerato,NGO,64335.12,29660.28,34674.84,Negotiation,Won,5
S-46609,2026-05-08,C-7987,CAM-486,Kenya,Nairobi,-1.2921,36.8219,Potential,Cybersecurity,Aisha,Government,113143.61,78305.12,34838.49,Negotiation,Won,16
S-99281,2026-05-08,C-4350,CAM-971,South Africa,Johannesburg,-26.2041,28.0473,Existing,BI Dashboard,Lerato,SME,128621.22,48925.87,79695.35,Qualified,Pending,22
S-85877,2026-05-08,C-6108,CAM-784,South Africa,Johannesburg,-26.2041,28.0473,Existing,BI Dashboard,Thato,Enterprise,115527.5,51763.78,63763.72,Lead,Pending,36
S-27782,2026-05-08,C-2990,CAM-169,South Africa,Cape Town,-33.9249,18.4241,Growth,BI Dashboard,Kabelo,NGO,44556.26,22722.61,21833.65,Proposal,Won,12
S-43535,2026-05-08,C-9819,CAM-484,South Africa,Cape Town,-33.9249,18.4241,Growth,Cybersecurity,Aisha,Government,104114.34,35708.81,68405.53,Qualified,Won,24
S-39544,2026-05-08,C-9184,CAM-971,Kenya,Nairobi,-1.2921,36.8219,Potential,BI Dashboard,Aisha,Startup,62759.19,30217.43,32541.76,Qualified,Won,19
S-69947,2026-05-08,C-1244,CAM-974,Botswana,Francistown,-21.1702,27.5079,Growth,BI Dashboard,Kabelo,Government,102749.89,53159.9,49589.99,Negotiation,Pending,17
S-20942,2026-05-08,C-9610,CAM-571,Zambia,Lusaka,-15.3875,28.3228,Potential,Forecasting Model,Kabelo,Government,129070.92,90261.71,38809.21,Negotiation,Pending,68
S-68951,2026-05-08,C-3197,CAM-292,Nigeria,Lagos,6.5244,3.3792,Potential,Data Automation,Thato,NGO,56390.13,34373.65,22016.48,Lead,Lost,12
S-31639,2026-05-08,C-1856,CAM-650,Botswana,Maun,-19.9833,23.4167,Expansion,Process Optimisation,Boitumelo,Startup,79981.01,42708.72,37272.29,Negotiation,Lost,15
S-76027,2026-05-08,C-8476,CAM-656,Botswana,Gaborone,-24.6282,25.9231,Existing,Data Automation,Kabelo,NGO,96397.45,51560.47,44836.98,Closed,Lost,62
S-48710,2026-05-08,C-4392,CAM-376,Zimbabwe,Harare,-17.8292,31.0522,Potential,BI Dashboard,Neo,NGO,111907.9,61742.54,50165.36,Lead,Pending,25
S-88091,2026-05-08,C-3504,CAM-767,Namibia,Windhoek,-22.5609,17.0658,Expansion,Forecasting Model,Neo,NGO,9590.95,3271.14,6319.81,Closed,Won,54
S-43744,2026-05-08,C-8562,CAM-656,Zimbabwe,Harare,-17.8292,31.0522,Potential,HR Analytics,Thato,Startup,93586.57,52352.17,41234.4,Proposal,Lost,59
S-84026,2026-05-08,C-4951,CAM-833,Kenya,Nairobi,-1.2921,36.8219,Potential,AI Chatbot,Boitumelo,Startup,52039.52,25097.81,26941.71,Qualified,Won,38
S-54713,2026-05-08,C-3501,CAM-598,Botswana,Maun,-19.9833,23.4167,Expansion,HR Analytics,Kabelo,Startup,105595.82,49477.78,56118.04,Lead,Lost,59
S-72804,2026-05-08,C-9735,CAM-475,South Africa,Cape Town,-33.9249,18.4241,Growth,Process Optimisation,Aisha,SME,30378.25,16433.53,13944.72,Lead,Pending,75
S-36590,2026-05-08,C-8582,CAM-666,Botswana,Maun,-19.9833,23.4167,Expansion,Cybersecurity,Kabelo,Government,87478.22,51828.1,35650.12,Negotiation,Pending,69
S-30952,2026-05-08,C-7493,CAM-582,Zambia,Lusaka,-15.3875,28.3228,Potential,AI Chatbot,Boitumelo,Enterprise,104315.99,42816.98,61499.01,Negotiation,Lost,66
S-88724,2026-05-08,C-9326,CAM-241,Kenya,Nairobi,-1.2921,36.8219,Potential,Data Automation,Lerato,Enterprise,100564.16,61225.8,39338.36,Closed,Won,33
S-76572,2026-05-08,C-1566,CAM-350,Namibia,Windhoek,-22.5609,17.0658,Expansion,Data Automation,Boitumelo,Government,101045.25,63887.58,37157.67,Closed,Won,34
S-30128,2026-05-08,C-8793,CAM-681,Botswana,Maun,-19.9833,23.4167,Expansion,BI Dashboard,Neo,Startup,112120.87,76115.82,36005.05,Closed,Pending,38
S-93215,2026-05-08,C-2261,CAM-225,Kenya,Nairobi,-1.2921,36.8219,Potential,Data Automation,Kabelo,SME,40125.9,20355.47,19770.43,Closed,Won,19
S-17607,2026-05-08,C-3217,CAM-918,Botswana,Maun,-19.9833,23.4167,Expansion,Data Automation,Thato,SME,11012.13,4017.67,6994.46,Qualified,Won,15
S-82769,2026-05-08,C-5872,CAM-872,Nigeria,Lagos,6.5244,3.3792,Potential,Process Optimisation,Boitumelo,SME,51778.61,32461.38,19317.23,Lead,Won,6
S-72139,2026-05-08,C-1193,CAM-517,South Africa,Cape Town,-33.9249,18.4241,Growth,Cybersecurity,Neo,NGO,105376.49,68978.79,36397.7,Closed,Lost,48
S-76070,2026-05-08,C-4268,CAM-667,South Africa,Johannesburg,-26.2041,28.0473,Existing,Process Optimisation,Kabelo,NGO,90574.58,49010.98,41563.6,Qualified,Pending,19
S-86316,2026-05-08,C-6223,CAM-832,South Africa,Cape Town,-33.9249,18.4241,Growth,Cybersecurity,Thato,Enterprise,118203.21,79094.97,39108.24,Lead,Lost,68
S-53710,2026-05-08,C-6427,CAM-511,Nigeria,Lagos,6.5244,3.3792,Potential,Process Optimisation,Boitumelo,NGO,128880.72,83795.86,45084.86,Negotiation,Won,38
S-91893,2026-05-08,C-6717,CAM-957,Botswana,Gaborone,-24.6282,25.9231,Existing,Process Optimisation,Lerato,Government,36709.37,22752.74,13956.63,Closed,Lost,10
S-54136,2026-05-08,C-9117,CAM-221,Kenya,Nairobi,-1.2921,36.8219,Potential,AI Chatbot,Lerato,SME,124374.19,80228.98,44145.21,Qualified,Lost,20
S-89203,2026-05-08,C-2644,CAM-131,Botswana,Gaborone,-24.6282,25.9231,Existing,Process Optimisation,Thato,SME,85351.78,38842.44,46509.34,Qualified,Pending,72
S-72159,2026-05-08,C-5150,CAM-109,Zimbabwe,Harare,-17.8292,31.0522,Potential,BI Dashboard,Kabelo,SME,86864.63,40540.81,46323.82,Closed,Won,56
S-88441,2026-05-08,C-7709,CAM-712,Botswana,Francistown,-21.1702,27.5079,Growth,AI Chatbot,Lerato,Enterprise,20618.36,7986.88,12631.48,Closed,Won,13
S-48401,2026-05-08,C-5001,CAM-454,Kenya,Nairobi,-1.2921,36.8219,Potential,Data Automation,Kabelo,SME,122582.55,77104.62,45477.93,Qualified,Lost,6
S-54344,2026-05-08,C-1843,CAM-192,Botswana,Maun,-19.9833,23.4167,Expansion,AI Chatbot,Aisha,NGO,95592.6,34827.06,60765.54,Lead,Pending,14
S-63723,2026-05-08,C-9957,CAM-373,Botswana,Maun,-19.9833,23.4167,Expansion,Data Automation,Neo,NGO,118412.8,40494.72,77918.08,Closed,Lost,15
S-73853,2026-05-08,C-1734,CAM-671,Zimbabwe,Harare,-17.8292,31.0522,Potential,BI Dashboard,Thato,SME,124113.18,69513.3,54599.88,Proposal,Lost,30
S-39682,2026-05-08,C-8177,CAM-467,Zimbabwe,Harare,-17.8292,31.0522,Potential,HR Analytics,Mpho,NGO,50507.75,18706.77,31800.98,Lead,Pending,26
S-78492,2026-05-08,C-9414,CAM-119,Botswana,Francistown,-21.1702,27.5079,Growth,Forecasting Model,Lerato,Startup,71713.82,37038.83,34674.99,Closed,Pending,26
S-65721,2026-05-08,C-5116,CAM-694,South Africa,Cape Town,-33.9249,18.4241,Growth,HR Analytics,Thato,Startup,48726.1,28429.69,20296.41,Qualified,Lost,10
S-45672,2026-05-08,C-3357,CAM-676,Botswana,Francistown,-21.1702,27.5079,Growth,Cybersecurity,Lerato,Enterprise,14569.82,7121.08,7448.74,Qualified,Pending,15
S-57141,2026-05-08,C-3789,CAM-725,Zambia,Lusaka,-15.3875,28.3228,Potential,Data Automation,Kabelo,Startup,74401.41,43451.49,30949.92,Proposal,Pending,55
S-27357,2026-05-08,C-8393,CAM-152,Botswana,Gaborone,-24.6282,25.9231,Existing,Data Automation,Mpho,Startup,78333.62,44910.17,33423.45,Closed,Won,29
S-48095,2026-05-08,C-5741,CAM-108,South Africa,Cape Town,-33.9249,18.4241,Growth,Data Automation,Kabelo,SME,85582.04,49783.21,35798.83,Closed,Pending,71
S-68234,2026-05-08,C-4063,CAM-999,Zambia,Lusaka,-15.3875,28.3228,Potential,Process Optimisation,Boitumelo,NGO,123721.38,55868.86,67852.52,Qualified,Pending,42
S-29394,2026-05-08,C-5087,CAM-670,South Africa,Johannesburg,-26.2041,28.0473,Existing,AI Chatbot,Neo,Government,76252.15,43322.57,32929.58,Lead,Pending,37
S-70442,2026-05-08,C-6832,CAM-343,Zimbabwe,Harare,-17.8292,31.0522,Potential,Data Automation,Mpho,Government,80920.99,28594.02,52326.97,Qualified,Lost,60
S-66065,2026-05-08,C-1270,CAM-768,Botswana,Maun,-19.9833,23.4167,Expansion,HR Analytics,Mpho,Government,61732.78,36161.41,25571.37,Negotiation,Won,73
S-16631,2026-05-08,C-6988,CAM-728,Botswana,Maun,-19.9833,23.4167,Expansion,HR Analytics,Lerato,Government,65912.91,20185.35,45727.56,Negotiation,Pending,10
S-36520,2026-05-08,C-8450,CAM-820,Botswana,Maun,-19.9833,23.4167,Expansion,AI Chatbot,Lerato,SME,97620.69,30426.1,67194.59,Negotiation,Lost,64
S-36789,2026-05-08,C-3440,CAM-411,Zimbabwe,Harare,-17.8292,31.0522,Potential,Process Optimisation,Kabelo,Startup,30813.54,20456.65,10356.89,Qualified,Pending,69
S-76416,2026-05-08,C-5117,CAM-492,Botswana,Francistown,-21.1702,27.5079,Growth,AI Chatbot,Boitumelo,Startup,64885.03,34149.53,30735.5,Lead,Won,55
S-71392,2026-05-08,C-4828,CAM-781,Botswana,Francistown,-21.1702,27.5079,Growth,Cybersecurity,Lerato,Enterprise,46920.88,17240.82,29680.06,Proposal,Lost,50
S-48472,2026-05-08,C-1901,CAM-180,Botswana,Gaborone,-24.6282,25.9231,Existing,Data Automation,Mpho,SME,129760.34,49277.98,80482.36,Closed,Won,10
S-62742,2026-05-08,C-4652,CAM-492,Botswana,Maun,-19.9833,23.4167,Expansion,HR Analytics,Mpho,Enterprise,110065.19,79082.28,30982.91,Lead,Lost,30
S-14334,2026-05-08,C-1815,CAM-451,Botswana,Gaborone,-24.6282,25.9231,Existing,Data Automation,Thato,Startup,49659.65,27698.99,21960.66,Qualified,Won,20
S-88588,2026-05-08,C-8951,CAM-472,Kenya,Nairobi,-1.2921,36.8219,Potential,Process Optimisation,Boitumelo,Enterprise,117411.75,70626.98,46784.77,Lead,Won,30
S-30459,2026-05-08,C-9125,CAM-175,South Africa,Cape Town,-33.9249,18.4241,Growth,Data Automation,Thato,NGO,62037.89,36830.99,25206.9,Qualified,Won,75
S-87454,2026-05-08,C-7259,CAM-888,Zambia,Lusaka,-15.3875,28.3228,Potential,Forecasting Model,Kabelo,Government,39256.23,25975.19,13281.04,Proposal,Pending,62
S-18874,2026-05-08,C-7462,CAM-132,Nigeria,Lagos,6.5244,3.3792,Potential,BI Dashboard,Kabelo,NGO,92353.46,55685.53,36667.93,Closed,Lost,68
S-63534,2026-05-08,C-3175,CAM-460,Botswana,Gaborone,-24.6282,25.9231,Existing,BI Dashboard,Lerato,Enterprise,58417.24,31795.27,26621.97,Lead,Won,9
S-42931,2026-05-08,C-7556,CAM-398,Nigeria,Lagos,6.5244,3.3792,Potential,AI Chatbot,Mpho,Startup,115152.21,66570.84,48581.37,Qualified,Won,53
S-16372,2026-05-08,C-9905,CAM-537,Botswana,Francistown,-21.1702,27.5079,Growth,Process Optimisation,Kabelo,SME,101042.62,51768.9,49273.72,Lead,Won,11
S-45537,2026-05-08,C-9582,CAM-441,South Africa,Johannesburg,-26.2041,28.0473,Existing,AI Chatbot,Aisha,Enterprise,93208.48,63266.38,29942.1,Lead,Pending,9
S-62038,2026-05-08,C-4996,CAM-385,Botswana,Francistown,-21.1702,27.5079,Growth,Process Optimisation,Kabelo,SME,60978.22,26579.1,34399.12,Qualified,Won,55
S-26945,2026-05-08,C-5705,CAM-247,Zambia,Lusaka,-15.3875,28.3228,Potential,BI Dashboard,Aisha,NGO,13314.62,6596.35,6718.27,Negotiation,Lost,53
S-84508,2026-05-08,C-1556,CAM-197,Zambia,Lusaka,-15.3875,28.3228,Potential,Forecasting Model,Boitumelo,NGO,36020.43,25920.05,10100.38,Closed,Won,71
S-89701,2026-05-08,C-8226,CAM-922,Zimbabwe,Harare,-17.8292,31.0522,Potential,Process Optimisation,Kabelo,Enterprise,97702.5,59672.21,38030.29,Proposal,Lost,61
S-57928,2026-05-08,C-7043,CAM-216,Kenya,Nairobi,-1.2921,36.8219,Potential,Cybersecurity,Thato,Startup,73638.27,27033.08,46605.19,Closed,Pending,23
S-19844,2026-05-08,C-4625,CAM-939,Botswana,Maun,-19.9833,23.4167,Expansion,Forecasting Model,Aisha,NGO,66433.42,21797.62,44635.8,Qualified,Lost,30
S-84407,2026-05-08,C-2884,CAM-373,Namibia,Windhoek,-22.5609,17.0658,Expansion,Process Optimisation,Aisha,SME,100308.73,56744.58,43564.15,Lead,Lost,16
S-81485,2026-05-08,C-7527,CAM-890,Namibia,Windhoek,-22.5609,17.0658,Expansion,BI Dashboard,Lerato,Enterprise,88625.18,63778.94,24846.24,Qualified,Lost,67
S-16453,2026-05-08,C-5736,CAM-339,Kenya,Nairobi,-1.2921,36.8219,Potential,HR Analytics,Kabelo,Enterprise,41807.18,18665.14,23142.04,Lead,Lost,60
S-17444,2026-05-08,C-4138,CAM-589,South Africa,Johannesburg,-26.2041,28.0473,Existing,Data Automation,Aisha,SME,126665.35,60601.42,66063.93,Negotiation,Won,56
S-23445,2026-05-08,C-1176,CAM-102,Botswana,Francistown,-21.1702,27.5079,Growth,Process Optimisation,Thato,SME,108412.99,50461.97,57951.02,Closed,Won,52
S-57653,2026-05-08,C-4705,CAM-682,Zambia,Lusaka,-15.3875,28.3228,Potential,Forecasting Model,Thato,Startup,89581.7,33448.57,56133.13,Negotiation,Lost,34
S-59319,2026-05-08,C-6881,CAM-472,South Africa,Johannesburg,-26.2041,28.0473,Existing,Data Automation,Boitumelo,SME,75321.36,37839.0,37482.36,Proposal,Lost,66
S-35626,2026-05-08,C-6228,CAM-705,Botswana,Maun,-19.9833,23.4167,Expansion,AI Chatbot,Kabelo,Enterprise,66295.36,36804.98,29490.38,Lead,Pending,40
S-37795,2026-05-08,C-5211,CAM-773,South Africa,Johannesburg,-26.2041,28.0473,Existing,Data Automation,Lerato,Government,98950.69,57428.72,41521.97,Negotiation,Won,32
S-30297,2026-05-08,C-1963,CAM-632,South Africa,Johannesburg,-26.2041,28.0473,Existing,BI Dashboard,Neo,SME,47998.56,28804.37,19194.19,Lead,Pending,14
S-64532,2026-05-08,C-7199,CAM-923,Kenya,Nairobi,-1.2921,36.8219,Potential,Cybersecurity,Kabelo,Startup,106086.82,53039.84,53046.98,Lead,Pending,17
S-55436,2026-05-08,C-7984,CAM-690,Zambia,Lusaka,-15.3875,28.3228,Potential,Data Automation,Neo,Enterprise,78791.6,55419.82,23371.78,Closed,Pending,16
S-78784,2026-05-08,C-3462,CAM-426,Botswana,Maun,-19.9833,23.4167,Expansion,BI Dashboard,Kabelo,Enterprise,10678.73,3860.76,6817.97,Negotiation,Pending,23
S-23513,2026-05-08,C-9350,CAM-901,Nigeria,Lagos,6.5244,3.3792,Potential,Data Automation,Aisha,Enterprise,115814.04,44686.24,71127.8,Negotiation,Lost,60
S-60937,2026-05-08,C-3103,CAM-192,Zambia,Lusaka,-15.3875,28.3228,Potential,Process Optimisation,Thato,SME,81075.3,27872.32,53202.98,Lead,Won,57
S-65024,2026-05-08,C-2153,CAM-387,Zimbabwe,Harare,-17.8292,31.0522,Potential,Process Optimisation,Aisha,Government,77932.37,28604.82,49327.55,Qualified,Pending,21
S-34497,2026-05-08,C-8332,CAM-441,Nigeria,Lagos,6.5244,3.3792,Potential,Forecasting Model,Kabelo,Enterprise,128254.99,65305.95,62949.04,Lead,Lost,51
S-58173,2026-05-08,C-2774,CAM-689,South Africa,Johannesburg,-26.2041,28.0473,Existing,Process Optimisation,Kabelo,SME,84030.27,51549.67,32480.6,Lead,Lost,51
S-20804,2026-05-08,C-9844,CAM-361,Botswana,Gaborone,-24.6282,25.9231,Existing,BI Dashboard,Thato,SME,17516.98,8507.4,9009.58,Proposal,Lost,60
S-26938,2026-05-08,C-1798,CAM-336,Botswana,Maun,-19.9833,23.4167,Expansion,Forecasting Model,Lerato,Startup,88863.53,48856.59,40006.94,Qualified,Won,41
S-49601,2026-05-08,C-8655,CAM-657,Nigeria,Lagos,6.5244,3.3792,Potential,BI Dashboard,Mpho,Startup,112357.6,77540.29,34817.31,Negotiation,Pending,8
S-26691,2026-05-08,C-1251,CAM-988,Zimbabwe,Harare,-17.8292,31.0522,Potential,AI Chatbot,Boitumelo,Startup,99742.25,45982.92,53759.33,Lead,Won,75
S-71811,2026-05-08,C-7080,CAM-928,Kenya,Nairobi,-1.2921,36.8219,Potential,Process Optimisation,Kabelo,SME,33038.92,20382.98,12655.94,Closed,Won,51
S-21840,2026-05-08,C-1216,CAM-533,Botswana,Maun,-19.9833,23.4167,Expansion,Cybersecurity,Lerato,NGO,110633.27,60778.13,49855.14,Proposal,Pending,73
S-69415,2026-05-08,C-8608,CAM-401,Botswana,Francistown,-21.1702,27.5079,Growth,Forecasting Model,Kabelo,NGO,74146.94,32708.1,41438.84,Closed,Lost,50
S-70104,2026-05-08,C-7514,CAM-237,Namibia,Windhoek,-22.5609,17.0658,Expansion,Data Automation,Neo,Startup,75184.71,46242.51,28942.2,Qualified,Lost,6
S-47282,2026-05-08,C-8631,CAM-855,Nigeria,Lagos,6.5244,3.3792,Potential,HR Analytics,Mpho,Enterprise,94452.43,30469.39,63983.04,Qualified,Lost,54
S-38368,2026-05-08,C-6828,CAM-941,Zambia,Lusaka,-15.3875,28.3228,Potential,Cybersecurity,Aisha,SME,37184.04,16720.57,20463.47,Closed,Lost,41
S-89978,2026-05-08,C-2233,CAM-748,Botswana,Maun,-19.9833,23.4167,Expansion,Data Automation,Mpho,Startup,83694.26,43058.35,40635.91,Closed,Lost,75
S-51379,2026-05-08,C-4680,CAM-756,South Africa,Johannesburg,-26.2041,28.0473,Existing,Forecasting Model,Neo,SME,75784.85,37687.93,38096.92,Qualified,Won,61
S-76145,2026-05-08,C-1669,CAM-573,South Africa,Cape Town,-33.9249,18.4241,Growth,Process Optimisation,Boitumelo,Enterprise,99913.99,47021.13,52892.86,Proposal,Won,51
S-86442,2026-05-08,C-1963,CAM-904,Zimbabwe,Harare,-17.8292,31.0522,Potential,BI Dashboard,Boitumelo,Startup,59179.2,32778.92,26400.28,Proposal,Won,65
S-82224,2026-05-08,C-8085,CAM-847,Zambia,Lusaka,-15.3875,28.3228,Potential,AI Chatbot,Kabelo,Government,29563.25,11755.64,17807.61,Closed,Lost,67
S-91934,2026-05-08,C-9890,CAM-748,Botswana,Francistown,-21.1702,27.5079,Growth,HR Analytics,Kabelo,Government,98553.29,39077.96,59475.33,Proposal,Pending,30
S-53487,2026-05-08,C-2958,CAM-234,Nigeria,Lagos,6.5244,3.3792,Potential,Data Automation,Boitumelo,Enterprise,68925.21,36577.71,32347.5,Closed,Lost,16
S-51613,2026-05-08,C-2841,CAM-553,Botswana,Gaborone,-24.6282,25.9231,Existing,BI Dashboard,Mpho,NGO,50065.39,20889.73,29175.66,Proposal,Won,16
S-14910,2026-05-08,C-5840,CAM-286,Zimbabwe,Harare,-17.8292,31.0522,Potential,Process Optimisation,Boitumelo,Government,29312.65,17918.05,11394.6,Proposal,Pending,57
S-34349,2026-05-08,C-3371,CAM-923,Zambia,Lusaka,-15.3875,28.3228,Potential,AI Chatbot,Aisha,Government,13887.0,4750.27,9136.73,Lead,Lost,65
S-37534,2026-05-08,C-7280,CAM-314,South Africa,Johannesburg,-26.2041,28.0473,Existing,Cybersecurity,Kabelo,NGO,20521.19,9086.97,11434.22,Lead,Won,43
S-45759,2026-05-08,C-3897,CAM-530,Nigeria,Lagos,6.5244,3.3792,Potential,AI Chatbot,Kabelo,Startup,79209.18,26583.08,52626.1,Negotiation,Lost,72
S-56973,2026-05-08,C-1871,CAM-676,Zimbabwe,Harare,-17.8292,31.0522,Potential,BI Dashboard,Lerato,Government,92290.58,40775.8,51514.78,Closed,Won,16
S-23039,2026-05-08,C-5035,CAM-640,Zambia,Lusaka,-15.3875,28.3228,Potential,Data Automation,Aisha,Government,27923.04,19751.9,8171.14,Qualified,Lost,60
S-37396,2026-05-08,C-6763,CAM-850,Botswana,Maun,-19.9833,23.4167,Expansion,HR Analytics,Thato,Startup,41475.37,18274.27,23201.1,Qualified,Won,37
S-87374,2026-05-08,C-4058,CAM-393,South Africa,Johannesburg,-26.2041,28.0473,Existing,Process Optimisation,Boitumelo,SME,120652.62,80277.47,40375.15,Negotiation,Pending,26
S-61355,2026-05-08,C-6751,CAM-160,Botswana,Gaborone,-24.6282,25.9231,Existing,HR Analytics,Kabelo,SME,25931.19,8707.58,17223.61,Proposal,Lost,70
S-93862,2026-05-08,C-7302,CAM-205,Botswana,Maun,-19.9833,23.4167,Expansion,BI Dashboard,Kabelo,SME,52318.41,36852.75,15465.66,Proposal,Won,71
S-61114,2026-05-08,C-6369,CAM-944,South Africa,Johannesburg,-26.2041,28.0473,Existing,BI Dashboard,Kabelo,Startup,61761.75,20139.65,41622.1,Qualified,Pending,50
S-44885,2026-05-08,C-7570,CAM-565,Nigeria,Lagos,6.5244,3.3792,Potential,HR Analytics,Lerato,Startup,85876.09,46508.11,39367.98,Negotiation,Pending,65
S-69978,2026-05-08,C-2393,CAM-564,South Africa,Cape Town,-33.9249,18.4241,Growth,Cybersecurity,Neo,Startup,15198.34,6371.69,8826.65,Closed,Won,51
S-20315,2026-05-08,C-5430,CAM-409,Namibia,Windhoek,-22.5609,17.0658,Expansion,Forecasting Model,Thato,Government,128471.98,83035.04,45436.94,Qualified,Won,60
S-47890,2026-05-08,C-7917,CAM-414,Botswana,Francistown,-21.1702,27.5079,Growth,Process Optimisation,Mpho,Startup,77968.82,29766.25,48202.57,Negotiation,Won,21
S-69917,2026-05-08,C-6310,CAM-872,South Africa,Cape Town,-33.9249,18.4241,Growth,Process Optimisation,Neo,Government,89948.96,59636.1,30312.86,Lead,Lost,68
S-97644,2026-05-08,C-9242,CAM-707,Nigeria,Lagos,6.5244,3.3792,Potential,AI Chatbot,Mpho,SME,12524.96,3876.83,8648.13,Negotiation,Won,22
S-63596,2026-05-08,C-1175,CAM-469,Kenya,Nairobi,-1.2921,36.8219,Potential,Process Optimisation,Thato,Enterprise,111608.97,35271.9,76337.07,Negotiation,Won,7
S-62799,2026-05-08,C-7378,CAM-951,Botswana,Francistown,-21.1702,27.5079,Growth,Data Automation,Lerato,Government,43696.45,19434.61,24261.84,Lead,Lost,17
S-56438,2026-05-08,C-1764,CAM-894,Kenya,Nairobi,-1.2921,36.8219,Potential,HR Analytics,Boitumelo,SME,113142.28,50379.86,62762.42,Closed,Lost,31
S-76497,2026-05-08,C-8031,CAM-616,South Africa,Johannesburg,-26.2041,28.0473,Existing,Forecasting Model,Aisha,Startup,116069.68,71037.25,45032.43,Qualified,Lost,3
S-41932,2026-05-08,C-9712,CAM-646,Nigeria,Lagos,6.5244,3.3792,Potential,AI Chatbot,Mpho,Enterprise,76965.46,53816.27,23149.19,Closed,Won,55
S-17615,2026-05-08,C-9252,CAM-434,Zimbabwe,Harare,-17.8292,31.0522,Potential,AI Chatbot,Aisha,Startup,122655.3,76295.78,46359.52,Lead,Lost,60
S-71136,2026-05-08,C-4710,CAM-528,Zambia,Lusaka,-15.3875,28.3228,Potential,Process Optimisation,Aisha,Enterprise,93557.29,35994.61,57562.68,Lead,Lost,72
S-11801,2026-05-08,C-9879,CAM-453,Kenya,Nairobi,-1.2921,36.8219,Potential,HR Analytics,Neo,NGO,50157.18,24132.9,26024.28,Closed,Lost,70
S-84520,2026-05-08,C-8835,CAM-125,South Africa,Cape Town,-33.9249,18.4241,Growth,HR Analytics,Aisha,Enterprise,25268.85,16725.82,8543.03,Closed,Pending,14
S-24155,2026-05-08,C-9500,CAM-135,South Africa,Johannesburg,-26.2041,28.0473,Existing,Process Optimisation,Aisha,Enterprise,44384.51,27266.78,17117.73,Qualified,Lost,7
S-37897,2026-05-08,C-1880,CAM-915,Kenya,Nairobi,-1.2921,36.8219,Potential,Cybersecurity,Boitumelo,SME,29845.98,12592.78,17253.2,Proposal,Pending,70
S-67583,2026-05-08,C-2378,CAM-130,South Africa,Cape Town,-33.9249,18.4241,Growth,BI Dashboard,Thato,NGO,113377.0,45304.51,68072.49,Lead,Lost,41
S-18213,2026-05-08,C-4367,CAM-486,Botswana,Maun,-19.9833,23.4167,Expansion,Cybersecurity,Thato,SME,60193.92,22963.57,37230.35,Lead,Won,36
S-74144,2026-05-08,C-2715,CAM-463,Kenya,Nairobi,-1.2921,36.8219,Potential,Cybersecurity,Boitumelo,Enterprise,33893.97,16015.25,17878.72,Negotiation,Lost,40
S-87072,2026-05-08,C-9124,CAM-437,Nigeria,Lagos,6.5244,3.3792,Potential,Data Automation,Mpho,NGO,63729.12,37561.15,26167.97,Qualified,Lost,55
S-77417,2026-05-08,C-4334,CAM-552,South Africa,Cape Town,-33.9249,18.4241,Growth,AI Chatbot,Neo,Government,76127.99,28886.18,47241.81,Proposal,Pending,5
