campaign_id,date,country,region,latitude,longitude,service,campaign,channel,segment,impressions,clicks,leads,conversions,campaign_cost,revenue_generated
CAM-284,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Process Optimisation,Market Expansion,Facebook,NGO,50843,1682,356,45,20725.63,136175.49
CAM-771,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Cybersecurity,Market Expansion,Email,Government,25846,1777,565,91,7281.59,798956.05
CAM-383,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Cybersecurity,Digital Efficiency,Email,SME,76789,1574,143,21,17919.31,79614.52
CAM-229,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,AI Awareness,Google Ads,NGO,66938,5782,483,230,6259.55,616270.96
CAM-385,2026-05-08,Botswana,Maun,-19.9833,23.4167,Data Automation,Lead Generation,Facebook,SME,52021,2549,857,216,29805.73,1994322.93
CAM-456,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,BI Dashboard,Growth Intelligence,Email,Startup,72463,6453,1070,339,6345.27,3406012.53
CAM-809,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Process Optimisation,Market Expansion,Referral,Enterprise,61137,3067,1069,177,28403.9,829768.18
CAM-231,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,Market Expansion,Email,Startup,62218,7271,1968,539,17062.03,5179968.83
CAM-475,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Process Optimisation,Growth Intelligence,Google Ads,SME,23119,553,62,30,26425.05,115525.25
CAM-896,2026-05-08,Nigeria,Lagos,6.5244,3.3792,BI Dashboard,Market Expansion,Referral,SME,76478,6668,1657,814,23292.13,8479090.93
CAM-532,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Cybersecurity,Growth Intelligence,Organic,SME,26346,2620,811,233,22432.35,2725023.24
CAM-518,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Data Automation,Lead Generation,Facebook,Enterprise,82280,6498,893,185,27427.22,695893.4
CAM-165,2026-05-08,Botswana,Maun,-19.9833,23.4167,HR Analytics,AI Awareness,Google Ads,SME,62272,2377,592,153,18218.18,807236.04
CAM-222,2026-05-08,Nigeria,Lagos,6.5244,3.3792,AI Chatbot,Lead Generation,Google Ads,SME,30363,2063,570,177,24616.05,1874331.25
CAM-121,2026-05-08,Nigeria,Lagos,6.5244,3.3792,HR Analytics,Market Expansion,Facebook,Government,26853,3080,470,218,27191.96,2753601.5
CAM-766,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,HR Analytics,Digital Efficiency,Facebook,Enterprise,72688,7250,1099,257,10396.25,1713451.74
CAM-146,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,AI Chatbot,Digital Efficiency,Organic,NGO,74497,2322,391,230,23282.87,704089.78
CAM-666,2026-05-08,Botswana,Maun,-19.9833,23.4167,Cybersecurity,Digital Efficiency,Facebook,Government,48041,3712,645,277,34225.89,1839679.6
CAM-464,2026-05-08,Botswana,Francistown,-21.1702,27.5079,HR Analytics,Lead Generation,Google Ads,Enterprise,70523,6032,898,139,23250.05,549923.06
CAM-510,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Process Optimisation,Lead Generation,Organic,Startup,3539,83,15,4,24865.04,36533.33
CAM-476,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,Growth Intelligence,Google Ads,NGO,3738,401,141,40,37369.3,267833.0
CAM-350,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Cybersecurity,Growth Intelligence,Email,Startup,71678,7632,652,175,31253.16,1404596.48
CAM-582,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,AI Chatbot,Market Expansion,LinkedIn,Enterprise,3092,312,79,34,8205.61,312269.18
CAM-813,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Cybersecurity,Growth Intelligence,Google Ads,Enterprise,5588,538,92,25,25625.7,142959.0
CAM-241,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Data Automation,AI Awareness,Referral,Enterprise,9303,576,116,22,2331.14,206571.7
CAM-350,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Data Automation,Digital Efficiency,LinkedIn,Government,37960,1072,236,69,14355.91,486780.19
CAM-624,2026-05-08,Nigeria,Lagos,6.5244,3.3792,HR Analytics,Digital Efficiency,Organic,Startup,78052,7406,1689,372,18649.71,1534191.51
CAM-681,2026-05-08,Botswana,Maun,-19.9833,23.4167,BI Dashboard,Growth Intelligence,Referral,Startup,16805,938,184,103,21183.11,265730.6
CAM-323,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,BI Dashboard,Lead Generation,LinkedIn,Government,52692,2069,369,87,18385.76,718578.18
CAM-225,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Data Automation,Market Expansion,Google Ads,SME,83870,7239,2528,564,17388.3,3978069.72
CAM-918,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,AI Chatbot,AI Awareness,LinkedIn,Enterprise,39919,4226,1455,160,37616.37,848650.91
CAM-918,2026-05-08,Botswana,Maun,-19.9833,23.4167,Data Automation,Market Expansion,Email,SME,76325,1722,506,149,12228.52,1814513.64
CAM-993,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Data Automation,Market Expansion,Google Ads,Startup,44001,2154,460,257,14536.43,983954.18
CAM-872,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Process Optimisation,Lead Generation,Facebook,SME,64638,6945,1256,418,9262.14,2398086.9
CAM-160,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,Digital Efficiency,Email,SME,84644,7201,802,83,14378.29,541228.99
CAM-517,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Cybersecurity,Digital Efficiency,Facebook,NGO,11701,247,72,15,34999.88,194219.99
CAM-978,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Cybersecurity,Digital Efficiency,Organic,Enterprise,7466,130,27,12,19671.97,49240.42
CAM-667,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,Market Expansion,Organic,NGO,24250,1114,207,66,5250.93,222758.39
CAM-832,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Cybersecurity,AI Awareness,Facebook,Enterprise,83695,8955,934,393,6873.58,5036785.99
CAM-882,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Data Automation,AI Awareness,Email,NGO,83969,9239,1241,160,7000.18,632691.5
CAM-699,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,AI Chatbot,AI Awareness,Google Ads,SME,73622,8000,744,336,25434.03,3138150.68
CAM-511,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Process Optimisation,Growth Intelligence,Google Ads,NGO,60131,5017,1179,436,29298.02,1464555.18
CAM-100,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Cybersecurity,Digital Efficiency,Facebook,SME,14249,623,170,44,24267.99,499770.28
CAM-568,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Cybersecurity,Market Expansion,Email,NGO,32382,2568,688,385,29267.34,1252762.55
CAM-957,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Process Optimisation,Digital Efficiency,LinkedIn,Government,21584,2384,549,299,27581.28,1651254.71
CAM-207,2026-05-08,Nigeria,Lagos,6.5244,3.3792,AI Chatbot,Market Expansion,Organic,Startup,21876,1537,286,122,37500.33,1243368.01
CAM-221,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,AI Chatbot,Growth Intelligence,LinkedIn,SME,25348,1346,233,88,6814.16,228974.05
CAM-854,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Cybersecurity,Digital Efficiency,Email,Government,4093,461,67,9,27203.77,27000.12
CAM-131,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Process Optimisation,AI Awareness,Google Ads,SME,33270,2927,583,343,19773.36,4384699.98
CAM-109,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,BI Dashboard,Growth Intelligence,Google Ads,SME,50861,5596,1148,344,6558.53,1314047.1
CAM-188,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Cybersecurity,AI Awareness,Email,Government,3950,120,22,11,25797.48,112096.69
CAM-140,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,AI Chatbot,Digital Efficiency,Referral,NGO,13643,1004,352,133,14326.52,1678898.42
CAM-486,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Forecasting Model,AI Awareness,Referral,Enterprise,10547,359,80,14,12810.61,153111.14
CAM-306,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Cybersecurity,Lead Generation,Google Ads,Startup,24275,1828,374,196,35707.08,1466638.71
CAM-645,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Data Automation,Growth Intelligence,Organic,SME,43682,1155,195,82,2852.74,1061627.49
CAM-813,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Data Automation,Lead Generation,Organic,Enterprise,65387,2406,656,391,31033.96,2983884.42
CAM-603,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Process Optimisation,Market Expansion,LinkedIn,Enterprise,35290,3764,1236,160,23530.31,1210479.74
CAM-712,2026-05-08,Botswana,Francistown,-21.1702,27.5079,AI Chatbot,Market Expansion,Facebook,Enterprise,18965,770,146,41,23936.56,239904.99
CAM-255,2026-05-08,Botswana,Maun,-19.9833,23.4167,BI Dashboard,Growth Intelligence,Email,SME,8009,743,241,40,13624.53,446729.37
CAM-266,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Forecasting Model,Market Expansion,Facebook,Startup,61213,6255,1399,315,23631.14,983208.89
CAM-296,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Process Optimisation,Lead Generation,Referral,Startup,26050,480,103,37,29606.89,78325.69
CAM-394,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Forecasting Model,Lead Generation,Google Ads,NGO,54024,2606,770,250,22551.39,677787.25
CAM-805,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,HR Analytics,Growth Intelligence,Facebook,Government,79728,6192,686,374,6908.46,3282405.22
CAM-589,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,BI Dashboard,Growth Intelligence,Referral,Startup,75541,5097,601,293,37811.37,3700210.41
CAM-108,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Data Automation,Lead Generation,Google Ads,NGO,46495,5062,1592,685,9004.12,2354547.9
CAM-199,2026-05-08,Botswana,Francistown,-21.1702,27.5079,HR Analytics,Lead Generation,Facebook,Startup,10926,1245,342,196,29335.82,510587.76
CAM-649,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,HR Analytics,AI Awareness,Referral,Startup,49305,2400,358,119,32085.88,368280.97
CAM-997,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Data Automation,Growth Intelligence,Facebook,Startup,76207,2688,862,374,15118.2,1176947.88
CAM-454,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Data Automation,AI Awareness,Organic,SME,81585,3538,369,201,32310.63,1571944.72
CAM-506,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Cybersecurity,Lead Generation,Organic,Enterprise,72997,2883,666,199,35549.52,1552165.2
CAM-122,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,AI Chatbot,AI Awareness,Email,SME,83598,8012,2651,957,22602.31,5340822.58
CAM-192,2026-05-08,Botswana,Maun,-19.9833,23.4167,AI Chatbot,Market Expansion,Referral,NGO,51149,1947,445,232,12070.93,792589.46
CAM-373,2026-05-08,Botswana,Maun,-19.9833,23.4167,Data Automation,Lead Generation,Referral,NGO,57918,5602,1311,399,20883.6,1943806.76
CAM-225,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,HR Analytics,Lead Generation,Facebook,SME,10819,1002,82,31,25888.05,194804.13
CAM-487,2026-05-08,Botswana,Francistown,-21.1702,27.5079,BI Dashboard,Digital Efficiency,Organic,NGO,71992,6190,629,315,6727.56,1100764.84
CAM-383,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Data Automation,Lead Generation,Facebook,Enterprise,74048,7786,981,447,12062.36,2254785.27
CAM-671,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,BI Dashboard,Lead Generation,Organic,SME,45027,4358,1092,531,21531.75,6744866.94
CAM-216,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,BI Dashboard,Digital Efficiency,Referral,Startup,77251,1702,362,216,36833.66,829930.29
CAM-467,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,HR Analytics,Growth Intelligence,Email,NGO,7141,729,251,50,8165.44,614729.25
CAM-263,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,AI Chatbot,Digital Efficiency,LinkedIn,Enterprise,67568,2869,497,257,14682.5,3264425.88
CAM-119,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Forecasting Model,AI Awareness,LinkedIn,Startup,63056,3262,399,149,3148.57,490157.58
CAM-356,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Data Automation,Market Expansion,Referral,Government,4932,248,39,4,22166.62,7405.57
CAM-694,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,HR Analytics,Lead Generation,Email,Startup,57133,2104,688,198,13966.59,1139738.13
CAM-686,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,HR Analytics,Digital Efficiency,Google Ads,Startup,75215,7941,1817,742,17073.69,4093918.4
CAM-243,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,AI Chatbot,Growth Intelligence,LinkedIn,Startup,16458,1520,129,21,37148.51,155817.72
CAM-189,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,BI Dashboard,AI Awareness,Referral,SME,55709,4934,1558,286,27583.41,2577253.85
CAM-676,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Cybersecurity,AI Awareness,Google Ads,Enterprise,24548,1266,354,76,25919.14,854767.69
CAM-937,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,AI Chatbot,Lead Generation,Facebook,Startup,2617,77,26,9,19674.69,87237.28
CAM-698,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,BI Dashboard,Growth Intelligence,Email,Enterprise,50667,4514,705,194,9161.57,1847040.56
CAM-610,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Process Optimisation,AI Awareness,Referral,NGO,64432,7443,601,261,30372.02,1778997.63
CAM-982,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Forecasting Model,AI Awareness,LinkedIn,Government,28727,462,47,16,10474.91,67002.93
CAM-725,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Data Automation,AI Awareness,Facebook,Startup,32959,3395,563,149,23791.11,1502693.98
CAM-176,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,BI Dashboard,Growth Intelligence,Google Ads,Startup,42422,1574,288,103,17770.17,1098131.37
CAM-152,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Data Automation,Digital Efficiency,Facebook,Startup,46861,1358,359,209,23975.72,1861544.28
CAM-813,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Data Automation,Market Expansion,Organic,NGO,22873,1076,96,41,12547.59,508263.84
CAM-346,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Data Automation,Market Expansion,LinkedIn,Government,19204,1024,240,78,25613.22,145387.95
CAM-613,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,AI Awareness,Email,Enterprise,31724,2891,820,182,29812.46,1003161.61
CAM-299,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Process Optimisation,Market Expansion,Email,Government,84127,9349,2284,528,30014.3,3226619.35
CAM-930,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Cybersecurity,Lead Generation,Referral,Startup,75535,2377,638,353,36341.55,3241929.47
CAM-108,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Data Automation,Market Expansion,Organic,SME,12640,608,192,107,33823.28,868453.69
CAM-999,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Process Optimisation,Growth Intelligence,LinkedIn,NGO,62580,6619,1980,1215,6849.81,2989539.46
CAM-670,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,AI Awareness,Facebook,Government,42969,1141,295,85,26371.56,1093094.43
CAM-343,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Data Automation,Lead Generation,Facebook,Government,32726,3097,1032,417,29784.23,1686196.58
CAM-591,2026-05-08,Nigeria,Lagos,6.5244,3.3792,AI Chatbot,Market Expansion,Google Ads,Startup,31657,3119,1092,411,26355.89,2857196.63
CAM-604,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Forecasting Model,Lead Generation,Facebook,SME,17174,1448,144,70,34396.49,139197.56
CAM-768,2026-05-08,Botswana,Maun,-19.9833,23.4167,HR Analytics,AI Awareness,Email,Government,39928,4622,660,366,14139.85,4030744.72
CAM-838,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Process Optimisation,Lead Generation,Facebook,SME,10973,751,244,146,27462.72,1776399.32
CAM-983,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,AI Chatbot,Digital Efficiency,Facebook,Startup,20867,571,159,41,18894.87,365390.06
CAM-444,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,HR Analytics,Market Expansion,Email,Startup,66677,3525,381,161,11995.6,1410071.08
CAM-695,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,AI Chatbot,Market Expansion,LinkedIn,Enterprise,63048,3752,671,308,20912.65,2023496.06
CAM-950,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,AI Chatbot,AI Awareness,Referral,Enterprise,10116,816,165,74,22948.82,597743.0
CAM-491,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,Lead Generation,Email,Startup,69727,7493,1316,598,13660.13,3264915.63
CAM-609,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Forecasting Model,Digital Efficiency,Email,NGO,84866,8013,1259,244,33260.0,1184270.78
CAM-791,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Forecasting Model,Market Expansion,LinkedIn,Enterprise,38102,826,290,76,9191.28,885359.94
CAM-822,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,AI Chatbot,AI Awareness,Referral,SME,78169,5146,506,313,29581.49,3936627.49
CAM-728,2026-05-08,Botswana,Maun,-19.9833,23.4167,HR Analytics,Digital Efficiency,Google Ads,Government,37135,1221,361,134,26920.38,244305.77
CAM-181,2026-05-08,Botswana,Francistown,-21.1702,27.5079,AI Chatbot,AI Awareness,Email,SME,49072,4892,931,126,23412.88,449607.04
CAM-820,2026-05-08,Botswana,Maun,-19.9833,23.4167,AI Chatbot,Growth Intelligence,Referral,SME,58844,6000,820,343,10077.43,3003709.02
CAM-798,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,BI Dashboard,AI Awareness,Organic,Enterprise,73714,1288,281,149,37945.16,396046.0
CAM-225,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Cybersecurity,Market Expansion,Referral,SME,56993,5240,1803,1102,33532.35,9413199.0
CAM-716,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,AI Chatbot,AI Awareness,LinkedIn,NGO,27138,2937,994,117,36472.08,269435.45
CAM-411,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,Digital Efficiency,Google Ads,Startup,53157,2126,732,222,13760.97,606949.25
CAM-863,2026-05-08,Botswana,Maun,-19.9833,23.4167,HR Analytics,Lead Generation,Facebook,Startup,33973,3605,1099,326,16457.93,3705696.41
CAM-792,2026-05-08,Botswana,Maun,-19.9833,23.4167,Data Automation,Growth Intelligence,Organic,SME,84016,2606,342,194,33075.87,1762088.88
CAM-435,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,HR Analytics,Growth Intelligence,Email,Enterprise,27478,487,161,97,4629.97,509505.89
CAM-576,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Cybersecurity,Growth Intelligence,LinkedIn,Startup,84397,6856,1496,606,38257.26,3856596.07
CAM-492,2026-05-08,Botswana,Francistown,-21.1702,27.5079,AI Chatbot,Digital Efficiency,LinkedIn,Startup,59995,6344,508,80,14290.54,466195.92
CAM-223,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Forecasting Model,Digital Efficiency,Email,Enterprise,81012,9491,2915,796,36221.59,6321630.29
CAM-363,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,AI Awareness,Referral,NGO,66202,5090,1680,616,11992.91,5868353.17
CAM-803,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Cybersecurity,Growth Intelligence,Facebook,Enterprise,11971,1055,262,158,15351.23,1663288.21
CAM-930,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Process Optimisation,Digital Efficiency,Email,Government,29733,885,302,144,30483.42,863542.32
CAM-791,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Forecasting Model,Market Expansion,Referral,Government,13450,1342,289,55,2445.82,274346.87
CAM-781,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Cybersecurity,Growth Intelligence,Email,Enterprise,54689,2524,596,215,21506.27,1058405.19
CAM-223,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Cybersecurity,Digital Efficiency,Referral,Startup,15594,1721,344,194,36318.66,1960910.98
CAM-125,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Forecasting Model,AI Awareness,Google Ads,Government,26409,493,111,14,29231.47,93498.55
CAM-780,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Process Optimisation,Market Expansion,Email,Government,65315,3517,1015,176,12167.8,744148.22
CAM-791,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,AI Chatbot,AI Awareness,Organic,NGO,57161,1076,162,25,31445.11,188742.07
CAM-542,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Process Optimisation,Lead Generation,Organic,NGO,43100,915,268,46,14908.89,300858.95
CAM-180,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Data Automation,Growth Intelligence,LinkedIn,SME,16853,799,282,111,31742.85,338498.86
CAM-176,2026-05-08,Botswana,Maun,-19.9833,23.4167,AI Chatbot,Market Expansion,Referral,SME,17813,626,173,39,6918.67,466185.26
CAM-785,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Data Automation,Market Expansion,Email,Enterprise,25167,1099,285,146,31754.18,1454614.91
CAM-492,2026-05-08,Botswana,Maun,-19.9833,23.4167,HR Analytics,Growth Intelligence,Google Ads,Enterprise,24627,2037,530,204,9522.32,1311447.9
CAM-451,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Data Automation,Growth Intelligence,Facebook,Startup,66513,2612,544,329,37118.94,1508851.74
CAM-472,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Process Optimisation,Digital Efficiency,Organic,Enterprise,59273,2310,587,254,28234.2,1603938.92
CAM-175,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Data Automation,Growth Intelligence,Referral,NGO,55886,3473,308,168,28360.31,1163151.7
CAM-725,2026-05-08,Nigeria,Lagos,6.5244,3.3792,HR Analytics,Growth Intelligence,Facebook,Startup,17590,1361,426,141,3775.33,505953.53
CAM-474,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,AI Chatbot,Market Expansion,Referral,Startup,73370,2727,590,141,35898.32,583021.62
CAM-794,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Data Automation,Digital Efficiency,Email,Enterprise,20798,1893,680,95,24280.97,952024.21
CAM-498,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Cybersecurity,Lead Generation,Referral,SME,83514,5519,568,77,32050.28,588211.42
CAM-673,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Forecasting Model,Lead Generation,Facebook,NGO,76305,6968,652,306,35783.9,1608220.12
CAM-888,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Forecasting Model,Digital Efficiency,Email,Government,19287,1511,223,114,26386.41,450233.69
CAM-562,2026-05-08,Botswana,Maun,-19.9833,23.4167,BI Dashboard,Digital Efficiency,LinkedIn,SME,53694,3305,596,295,16419.41,2790563.41
CAM-132,2026-05-08,Nigeria,Lagos,6.5244,3.3792,BI Dashboard,AI Awareness,Facebook,NGO,11873,378,124,34,27401.7,189244.49
CAM-405,2026-05-08,Botswana,Francistown,-21.1702,27.5079,BI Dashboard,AI Awareness,Email,SME,31696,2728,560,125,34489.34,946515.9
CAM-460,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,BI Dashboard,Lead Generation,Email,Enterprise,14441,272,77,30,14512.46,126173.15
CAM-254,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Cybersecurity,Digital Efficiency,Organic,NGO,65790,1336,232,106,17097.85,954584.71
CAM-608,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Data Automation,Lead Generation,Facebook,Startup,72638,3019,649,182,21038.92,674825.45
CAM-398,2026-05-08,Nigeria,Lagos,6.5244,3.3792,AI Chatbot,Market Expansion,Facebook,Startup,28789,2858,729,167,6606.91,496819.29
CAM-951,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,AI Chatbot,Digital Efficiency,Facebook,SME,9391,776,169,80,12891.95,481534.96
CAM-143,2026-05-08,Nigeria,Lagos,6.5244,3.3792,AI Chatbot,AI Awareness,Organic,Enterprise,20003,1454,497,56,17572.36,232553.18
CAM-116,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Process Optimisation,Lead Generation,Facebook,NGO,17881,1512,356,103,37918.91,835422.54
CAM-537,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Process Optimisation,Growth Intelligence,LinkedIn,SME,58421,2202,342,183,19769.76,2186311.49
CAM-919,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,AI Chatbot,AI Awareness,LinkedIn,Government,40815,4684,1494,677,29925.72,2131145.65
CAM-748,2026-05-08,Botswana,Maun,-19.9833,23.4167,Process Optimisation,AI Awareness,LinkedIn,Enterprise,51909,6099,1800,987,29879.65,7974984.52
CAM-441,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,AI Awareness,Facebook,Enterprise,65892,1696,295,151,23893.49,1305426.63
CAM-385,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Process Optimisation,AI Awareness,Google Ads,SME,45285,4984,963,152,6223.61,1593594.8
CAM-968,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Forecasting Model,Lead Generation,Referral,Government,30233,2538,273,134,39338.38,476399.62
CAM-941,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,HR Analytics,Lead Generation,Referral,NGO,17211,1156,281,37,12704.7,169015.34
CAM-495,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,Market Expansion,Referral,SME,61484,5783,1066,338,39113.07,2577511.11
CAM-665,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Data Automation,Market Expansion,Organic,SME,25974,1943,182,39,14137.48,403145.02
CAM-679,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Cybersecurity,Lead Generation,Referral,NGO,7938,851,157,88,11756.03,1135549.25
CAM-807,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Forecasting Model,Lead Generation,Referral,NGO,23405,1374,391,69,27153.53,651430.84
CAM-790,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,HR Analytics,Digital Efficiency,Email,Enterprise,67118,6407,633,89,35911.72,311397.28
CAM-240,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,HR Analytics,Digital Efficiency,Organic,SME,74479,4382,776,429,33104.7,2265763.27
CAM-430,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,BI Dashboard,Digital Efficiency,Facebook,Enterprise,27778,2360,830,253,9477.94,3139869.36
