ad_id,campaign_id,date,country,region,latitude,longitude,service,platform,campaign,impressions,clicks,conversions,ad_spend,attributed_revenue
AD-8629,CAM-618,2026-05-08,Nigeria,Lagos,6.5244,3.3792,AI Chatbot,LinkedIn Ads,Market Expansion,38420,4018,613,21864.23,5551117.25
AD-2704,CAM-951,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Data Automation,YouTube Ads,AI Awareness,32685,1191,200,49738.6,1767135.13
AD-6068,CAM-342,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Forecasting Model,Facebook Ads,AI Awareness,26142,2567,553,38995.41,5383987.13
AD-4504,CAM-915,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,BI Dashboard,Google Ads,Lead Generation,24885,2332,171,19712.28,2251858.66
AD-3794,CAM-207,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,LinkedIn Ads,Growth Intelligence,23372,2727,519,51764.79,3043925.79
AD-9546,CAM-505,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,HR Analytics,Instagram Ads,Growth Intelligence,42059,684,69,25108.71,783512.82
AD-2962,CAM-894,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,HR Analytics,Facebook Ads,Market Expansion,13447,1243,209,20278.13,1766257.96
AD-3015,CAM-616,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Forecasting Model,YouTube Ads,Digital Efficiency,49109,5037,260,28757.49,4028525.72
AD-9190,CAM-364,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Forecasting Model,LinkedIn Ads,Market Expansion,23721,2385,182,45308.66,2314813.92
AD-2348,CAM-266,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,AI Chatbot,LinkedIn Ads,Lead Generation,41075,4031,576,26021.36,4793950.89
AD-7232,CAM-286,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Forecasting Model,YouTube Ads,Digital Efficiency,71944,2540,347,28728.11,2377568.45
AD-4350,CAM-126,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Cybersecurity,Instagram Ads,AI Awareness,25203,2420,443,15272.39,5544324.85
AD-2263,CAM-989,2026-05-08,Botswana,Maun,-19.9833,23.4167,HR Analytics,Instagram Ads,Market Expansion,15410,1566,328,18724.7,4902560.23
AD-3261,CAM-828,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,BI Dashboard,YouTube Ads,AI Awareness,65666,1347,90,13369.54,662492.11
AD-9535,CAM-525,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Data Automation,YouTube Ads,AI Awareness,42186,4842,479,4173.09,3697285.19
AD-5162,CAM-477,2026-05-08,Botswana,Maun,-19.9833,23.4167,AI Chatbot,Instagram Ads,Growth Intelligence,13242,205,7,7157.99,58333.51
AD-4695,CAM-476,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,AI Chatbot,Instagram Ads,Growth Intelligence,52530,3959,842,49991.82,5380971.58
AD-9384,CAM-385,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,LinkedIn Ads,Digital Efficiency,81373,8854,1252,8945.03,11430569.71
AD-6941,CAM-462,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,YouTube Ads,Growth Intelligence,80173,4948,613,33557.37,6127095.41
AD-9651,CAM-587,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Data Automation,YouTube Ads,Lead Generation,32648,812,43,49146.97,129936.76
AD-7826,CAM-396,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Forecasting Model,Instagram Ads,Growth Intelligence,78694,2378,522,23689.51,4022723.13
AD-4761,CAM-751,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,HR Analytics,Instagram Ads,Digital Efficiency,71096,8094,740,3759.82,2007233.89
AD-3233,CAM-673,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Process Optimisation,Instagram Ads,Digital Efficiency,47894,849,85,32957.55,818128.64
AD-6395,CAM-749,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,BI Dashboard,Google Ads,Digital Efficiency,48152,3570,661,4769.24,1811039.98
AD-9402,CAM-331,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Cybersecurity,Instagram Ads,Lead Generation,35861,860,94,33853.42,1490334.86
AD-5105,CAM-845,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Cybersecurity,Facebook Ads,Lead Generation,46728,2195,285,43965.61,2786112.47
AD-8329,CAM-838,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Cybersecurity,YouTube Ads,Digital Efficiency,11140,615,81,18494.06,276670.28
AD-7363,CAM-646,2026-05-08,Nigeria,Lagos,6.5244,3.3792,AI Chatbot,Google Ads,AI Awareness,45021,1253,136,4165.18,1035750.27
AD-2709,CAM-714,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Cybersecurity,Google Ads,Growth Intelligence,61279,3810,663,35600.68,8867366.69
AD-8598,CAM-918,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Cybersecurity,LinkedIn Ads,AI Awareness,14714,1606,221,44807.96,2821051.48
AD-8064,CAM-789,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,YouTube Ads,Digital Efficiency,49763,1530,255,15108.28,3243578.35
AD-4153,CAM-434,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,AI Chatbot,Google Ads,AI Awareness,58952,3508,765,4607.84,3930132.48
AD-7253,CAM-792,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Data Automation,YouTube Ads,Lead Generation,34330,2013,65,29850.05,499184.78
AD-1903,CAM-453,2026-05-08,Botswana,Maun,-19.9833,23.4167,BI Dashboard,Instagram Ads,Market Expansion,60839,1951,194,39195.27,1016775.88
AD-2375,CAM-528,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Process Optimisation,Facebook Ads,Lead Generation,50712,2484,266,15615.69,1499001.22
AD-3209,CAM-453,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,HR Analytics,Instagram Ads,Digital Efficiency,28916,2731,535,10499.31,2665725.26
AD-5277,CAM-810,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Process Optimisation,Facebook Ads,Digital Efficiency,20998,1869,361,40061.0,3242562.15
AD-5317,CAM-125,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,HR Analytics,Facebook Ads,Growth Intelligence,70118,2057,164,43577.49,1630808.33
AD-4096,CAM-856,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,BI Dashboard,Facebook Ads,Digital Efficiency,35581,710,92,31745.97,972848.64
AD-8169,CAM-429,2026-05-08,Botswana,Maun,-19.9833,23.4167,AI Chatbot,Google Ads,Lead Generation,25581,1960,314,7421.73,2635395.11
AD-2809,CAM-189,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,AI Chatbot,Instagram Ads,AI Awareness,62730,6165,1342,20272.92,19486821.4
AD-8013,CAM-740,2026-05-08,Botswana,Francistown,-21.1702,27.5079,AI Chatbot,LinkedIn Ads,Lead Generation,81246,9549,766,17894.94,3795451.39
AD-1423,CAM-135,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,LinkedIn Ads,Market Expansion,74313,2423,346,41701.75,1283769.16
AD-4878,CAM-915,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Cybersecurity,LinkedIn Ads,AI Awareness,53061,2687,535,12334.35,1890153.3
AD-8760,CAM-907,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,AI Chatbot,Facebook Ads,AI Awareness,44163,3638,451,47608.01,2398880.27
AD-6281,CAM-479,2026-05-08,Botswana,Maun,-19.9833,23.4167,Cybersecurity,Facebook Ads,Market Expansion,78266,5263,998,4282.42,5844759.57
AD-2832,CAM-243,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Forecasting Model,LinkedIn Ads,Lead Generation,57869,6350,343,36098.86,3156149.31
AD-3684,CAM-606,2026-05-08,Botswana,Maun,-19.9833,23.4167,Forecasting Model,YouTube Ads,Growth Intelligence,63018,1605,151,31347.15,2322388.95
AD-9283,CAM-149,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Data Automation,Instagram Ads,Digital Efficiency,40048,707,118,25746.31,1501103.62
AD-7719,CAM-284,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,HR Analytics,Google Ads,AI Awareness,67368,4117,722,27228.7,9102176.16
AD-6917,CAM-486,2026-05-08,Botswana,Maun,-19.9833,23.4167,Cybersecurity,LinkedIn Ads,AI Awareness,61902,4465,269,49803.4,2399248.78
AD-8767,CAM-463,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Cybersecurity,YouTube Ads,Digital Efficiency,20321,1793,354,45709.77,4714960.17
AD-7039,CAM-211,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,BI Dashboard,LinkedIn Ads,Lead Generation,25150,2533,417,42301.31,3771508.65
AD-1863,CAM-843,2026-05-08,Botswana,Maun,-19.9833,23.4167,AI Chatbot,Google Ads,Digital Efficiency,75138,4238,837,9029.01,7314306.21
AD-3512,CAM-918,2026-05-08,Botswana,Francistown,-21.1702,27.5079,HR Analytics,YouTube Ads,Digital Efficiency,58274,4303,181,33816.38,671555.24
AD-7923,CAM-820,2026-05-08,Botswana,Maun,-19.9833,23.4167,Data Automation,YouTube Ads,Market Expansion,57614,5887,894,44832.61,13129184.52
AD-8296,CAM-869,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Process Optimisation,Google Ads,Market Expansion,11603,523,43,35322.03,153856.78
AD-3227,CAM-552,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,AI Chatbot,Facebook Ads,AI Awareness,21084,1378,97,37012.16,862358.01
AD-6360,CAM-888,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,AI Chatbot,LinkedIn Ads,Digital Efficiency,34386,866,114,13474.29,1334959.73
AD-6236,CAM-174,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Data Automation,Instagram Ads,Digital Efficiency,24343,1211,196,26075.31,1887193.71
AD-1425,CAM-389,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Cybersecurity,Facebook Ads,Growth Intelligence,23647,534,112,46232.44,965397.48
AD-9043,CAM-699,2026-05-08,Botswana,Maun,-19.9833,23.4167,Forecasting Model,YouTube Ads,Digital Efficiency,44562,4512,196,20822.07,2310319.32
AD-2965,CAM-609,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,YouTube Ads,Digital Efficiency,2947,181,6,17344.78,75695.55
AD-9024,CAM-803,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,HR Analytics,Google Ads,Market Expansion,74786,3123,659,32930.14,6500222.5
AD-8306,CAM-626,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Cybersecurity,YouTube Ads,Market Expansion,10452,504,86,51211.09,794140.07
AD-2259,CAM-255,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Data Automation,Instagram Ads,AI Awareness,59185,1570,199,19630.9,2890280.46
AD-2869,CAM-141,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,BI Dashboard,Instagram Ads,Growth Intelligence,6310,124,15,38532.08,76344.26
AD-6428,CAM-364,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,YouTube Ads,Market Expansion,54129,4157,196,6749.13,843820.7
AD-7415,CAM-778,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Cybersecurity,LinkedIn Ads,AI Awareness,70607,2782,427,29197.87,4649816.99
AD-9010,CAM-116,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,AI Chatbot,YouTube Ads,Lead Generation,58511,6823,921,40563.59,11701267.5
AD-5936,CAM-570,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Cybersecurity,Google Ads,AI Awareness,67737,5563,783,8973.11,8694797.9
AD-7143,CAM-949,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Cybersecurity,LinkedIn Ads,Lead Generation,24345,1517,260,35406.24,1569880.01
AD-5987,CAM-779,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,Google Ads,Lead Generation,58352,1644,315,37762.92,1831463.64
AD-6427,CAM-925,2026-05-08,Botswana,Maun,-19.9833,23.4167,BI Dashboard,Instagram Ads,Lead Generation,33257,1377,214,34064.22,2693238.83
AD-9547,CAM-598,2026-05-08,Botswana,Francistown,-21.1702,27.5079,HR Analytics,YouTube Ads,AI Awareness,15490,862,130,43100.53,2005264.19
AD-8728,CAM-320,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,BI Dashboard,Google Ads,Lead Generation,76579,1408,248,18288.8,3505630.32
AD-1397,CAM-564,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,AI Chatbot,YouTube Ads,Lead Generation,46492,2303,256,11092.81,1127116.5
AD-8998,CAM-730,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,AI Chatbot,YouTube Ads,Digital Efficiency,9686,891,43,43097.36,367244.09
AD-2347,CAM-485,2026-05-08,Nigeria,Lagos,6.5244,3.3792,BI Dashboard,LinkedIn Ads,Market Expansion,38657,3208,179,38297.98,1912546.09
AD-9401,CAM-467,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Cybersecurity,Instagram Ads,AI Awareness,21456,428,19,15946.41,213932.6
AD-3981,CAM-523,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Forecasting Model,LinkedIn Ads,Growth Intelligence,65420,6414,268,48408.05,2499773.25
AD-6929,CAM-827,2026-05-08,Botswana,Maun,-19.9833,23.4167,AI Chatbot,LinkedIn Ads,Lead Generation,48686,2110,281,36079.35,3494261.29
AD-6654,CAM-687,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,AI Chatbot,LinkedIn Ads,Growth Intelligence,3491,382,47,51928.24,207209.96
AD-8854,CAM-997,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,BI Dashboard,Instagram Ads,Lead Generation,77827,6277,549,3324.37,8466412.77
AD-5860,CAM-690,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Forecasting Model,LinkedIn Ads,Lead Generation,65689,3494,317,28633.82,1595523.61
AD-2768,CAM-452,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Cybersecurity,Instagram Ads,Growth Intelligence,80321,7916,901,4732.35,7643143.14
AD-1232,CAM-800,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Process Optimisation,YouTube Ads,Market Expansion,32491,1484,113,15859.51,673222.42
AD-7730,CAM-941,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,HR Analytics,Google Ads,Lead Generation,56634,4144,275,35700.6,2641675.54
AD-9648,CAM-569,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Cybersecurity,Google Ads,Lead Generation,63455,5969,365,45794.97,2243479.48
AD-1006,CAM-164,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Process Optimisation,YouTube Ads,Lead Generation,80776,5927,474,40663.46,4774280.47
AD-1788,CAM-486,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Process Optimisation,LinkedIn Ads,Digital Efficiency,81185,6031,246,11448.15,3769281.04
AD-1661,CAM-167,2026-05-08,Botswana,Maun,-19.9833,23.4167,HR Analytics,LinkedIn Ads,Lead Generation,30318,2114,452,41221.78,5337743.16
AD-9727,CAM-651,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Forecasting Model,LinkedIn Ads,AI Awareness,76206,7576,558,39670.49,8850076.75
AD-9318,CAM-218,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,LinkedIn Ads,Digital Efficiency,40880,1056,196,37607.78,1979192.55
AD-1179,CAM-452,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,AI Chatbot,Google Ads,Market Expansion,84970,2801,379,29264.93,4568010.67
AD-5955,CAM-700,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Process Optimisation,Google Ads,AI Awareness,3815,337,56,26090.84,169702.2
AD-1238,CAM-407,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Cybersecurity,Facebook Ads,Digital Efficiency,56492,1804,81,37928.91,722538.3
AD-4657,CAM-229,2026-05-08,Botswana,Francistown,-21.1702,27.5079,AI Chatbot,LinkedIn Ads,Market Expansion,51868,3990,520,38033.4,3257089.08
AD-6298,CAM-243,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,AI Chatbot,Google Ads,Digital Efficiency,13064,1300,223,47369.73,644529.5
AD-1891,CAM-128,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,HR Analytics,YouTube Ads,AI Awareness,78645,4192,879,6336.63,5917097.2
AD-8955,CAM-727,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,BI Dashboard,YouTube Ads,Digital Efficiency,48101,1544,54,43150.69,513709.45
AD-1490,CAM-786,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,AI Chatbot,YouTube Ads,AI Awareness,55461,6429,1223,9485.3,10462373.84
AD-2157,CAM-988,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Process Optimisation,Google Ads,Digital Efficiency,19367,1000,52,50474.68,191930.53
AD-5514,CAM-682,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,Facebook Ads,AI Awareness,2565,159,14,19905.67,207946.07
AD-9129,CAM-931,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Cybersecurity,YouTube Ads,Growth Intelligence,15082,930,132,27226.85,530460.03
AD-1024,CAM-873,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Forecasting Model,LinkedIn Ads,Growth Intelligence,57692,2880,327,8036.26,954910.99
AD-1122,CAM-454,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,BI Dashboard,Instagram Ads,AI Awareness,35826,580,35,36057.57,178900.65
AD-4032,CAM-851,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Cybersecurity,Instagram Ads,Market Expansion,35615,3170,102,13348.16,1589990.08
AD-7319,CAM-395,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Cybersecurity,Google Ads,Lead Generation,24614,2670,392,23169.0,5708535.91
AD-5959,CAM-211,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,LinkedIn Ads,Digital Efficiency,51038,2172,351,29259.1,4558135.94
AD-2250,CAM-999,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,HR Analytics,Instagram Ads,AI Awareness,65098,3898,285,7933.7,2810309.09
AD-1345,CAM-208,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Forecasting Model,Instagram Ads,AI Awareness,83255,8651,673,47234.19,3092459.14
AD-5170,CAM-746,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Data Automation,LinkedIn Ads,Growth Intelligence,64297,3951,403,23148.85,5354689.53
AD-7398,CAM-821,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,BI Dashboard,Instagram Ads,AI Awareness,58899,1523,313,32637.84,1950182.71
AD-7222,CAM-652,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Forecasting Model,Facebook Ads,AI Awareness,67488,7752,1704,33079.24,10995927.92
AD-2180,CAM-432,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Process Optimisation,Instagram Ads,Lead Generation,16781,509,65,18293.4,572576.87
AD-3393,CAM-802,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Process Optimisation,LinkedIn Ads,AI Awareness,62221,3258,440,13582.97,5828531.79
AD-3041,CAM-796,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,BI Dashboard,Instagram Ads,Lead Generation,13618,1394,106,40880.64,1412116.49
AD-8040,CAM-589,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,YouTube Ads,Lead Generation,54179,6218,766,33421.67,5996958.6
AD-9675,CAM-269,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,BI Dashboard,Google Ads,AI Awareness,54685,1758,107,19530.08,580024.68
AD-9938,CAM-338,2026-05-08,Botswana,Francistown,-21.1702,27.5079,BI Dashboard,Google Ads,Digital Efficiency,77056,6320,1239,11280.67,19575375.0
AD-8241,CAM-448,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,BI Dashboard,Instagram Ads,Digital Efficiency,19538,506,41,30578.07,551640.34
AD-9845,CAM-802,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Process Optimisation,Google Ads,AI Awareness,76568,4395,470,26757.52,7255066.36
AD-1535,CAM-698,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Forecasting Model,Facebook Ads,Market Expansion,49030,5753,981,23497.46,5989186.99
AD-5732,CAM-327,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Data Automation,YouTube Ads,Growth Intelligence,7961,372,65,35981.51,819302.12
AD-1960,CAM-753,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,BI Dashboard,YouTube Ads,Digital Efficiency,13461,412,40,13280.54,131024.78
AD-5154,CAM-240,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,BI Dashboard,YouTube Ads,Growth Intelligence,28371,1405,140,39156.13,2146303.21
AD-8913,CAM-819,2026-05-08,Botswana,Maun,-19.9833,23.4167,HR Analytics,LinkedIn Ads,Digital Efficiency,41352,3996,571,32812.15,3936042.54
AD-9784,CAM-769,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Forecasting Model,LinkedIn Ads,Market Expansion,84325,2407,79,46283.55,1208397.5
AD-3451,CAM-916,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Data Automation,LinkedIn Ads,Growth Intelligence,32900,2288,236,40315.74,1203976.5
AD-1258,CAM-704,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Cybersecurity,YouTube Ads,Lead Generation,45186,4552,946,8330.52,14580835.7
AD-9891,CAM-429,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Cybersecurity,LinkedIn Ads,Market Expansion,4690,139,18,50419.15,260822.29
AD-5438,CAM-682,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,BI Dashboard,Instagram Ads,AI Awareness,35136,2552,132,33964.85,537701.24
AD-3269,CAM-896,2026-05-08,Botswana,Maun,-19.9833,23.4167,HR Analytics,Instagram Ads,Market Expansion,55879,5324,273,39256.65,4343834.94
AD-8302,CAM-780,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,Instagram Ads,Growth Intelligence,76579,2267,446,35588.33,1930314.22
AD-2243,CAM-162,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Forecasting Model,Google Ads,AI Awareness,50158,3216,631,39322.39,8384894.12
AD-7351,CAM-944,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,BI Dashboard,Google Ads,Lead Generation,65255,3260,482,22858.61,2583099.12
AD-3133,CAM-368,2026-05-08,Botswana,Francistown,-21.1702,27.5079,BI Dashboard,Instagram Ads,Growth Intelligence,24572,2510,431,11347.8,6252374.71
AD-8387,CAM-408,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Cybersecurity,Google Ads,Lead Generation,15988,1025,54,34001.35,821664.98
AD-7390,CAM-505,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Data Automation,Google Ads,Growth Intelligence,52664,1073,139,39172.75,1101118.65
AD-3578,CAM-181,2026-05-08,Botswana,Francistown,-21.1702,27.5079,BI Dashboard,Google Ads,Growth Intelligence,36312,962,36,15702.09,500565.36
AD-2920,CAM-479,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,HR Analytics,LinkedIn Ads,Growth Intelligence,30293,2108,253,19890.01,3170242.31
AD-8356,CAM-564,2026-05-08,Botswana,Maun,-19.9833,23.4167,Cybersecurity,LinkedIn Ads,Market Expansion,40332,4806,242,32567.37,1556536.63
AD-2571,CAM-384,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,YouTube Ads,Growth Intelligence,58879,3087,557,26732.64,6691405.09
AD-7715,CAM-507,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Process Optimisation,LinkedIn Ads,Market Expansion,27296,3063,561,3278.48,8210924.2
AD-1921,CAM-549,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,BI Dashboard,Facebook Ads,Digital Efficiency,61157,7102,1335,18144.37,10952330.63
AD-3097,CAM-204,2026-05-08,Nigeria,Lagos,6.5244,3.3792,BI Dashboard,YouTube Ads,Lead Generation,59049,3250,521,43071.46,5257588.54
AD-9424,CAM-962,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Process Optimisation,Instagram Ads,Digital Efficiency,47678,3298,462,16467.13,3430688.21
AD-9442,CAM-718,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,BI Dashboard,YouTube Ads,Market Expansion,11441,1003,100,33072.22,596394.65
AD-4031,CAM-281,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Forecasting Model,Google Ads,Digital Efficiency,53638,5813,429,43365.25,5877472.64
AD-4830,CAM-321,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Process Optimisation,YouTube Ads,Market Expansion,60128,6885,694,51381.59,3097367.66
AD-4901,CAM-974,2026-05-08,Botswana,Maun,-19.9833,23.4167,HR Analytics,Instagram Ads,AI Awareness,67173,2758,105,46398.62,1065023.79
AD-8130,CAM-927,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Process Optimisation,YouTube Ads,Digital Efficiency,8756,929,191,19511.58,1532039.95
AD-7735,CAM-689,2026-05-08,Botswana,Francistown,-21.1702,27.5079,HR Analytics,LinkedIn Ads,AI Awareness,2016,207,21,17305.42,75870.33
AD-7853,CAM-988,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Data Automation,Facebook Ads,Market Expansion,71443,8567,1567,42705.65,20512531.83
AD-8733,CAM-434,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,HR Analytics,YouTube Ads,AI Awareness,74008,1514,290,18204.36,4052881.1
AD-8744,CAM-407,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,AI Chatbot,Google Ads,Market Expansion,66867,4123,800,16566.73,7183620.88
AD-2190,CAM-782,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,LinkedIn Ads,Growth Intelligence,17337,1170,68,48829.47,586974.43
AD-2786,CAM-489,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Cybersecurity,Instagram Ads,AI Awareness,49503,825,80,47859.77,1076579.07
AD-6163,CAM-377,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,BI Dashboard,YouTube Ads,Market Expansion,19536,2328,407,40677.4,1430535.92
AD-7664,CAM-551,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Forecasting Model,Facebook Ads,Digital Efficiency,39925,2422,196,28460.83,1193983.44
AD-9077,CAM-189,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Cybersecurity,YouTube Ads,Digital Efficiency,84834,7333,1318,30259.74,15756707.7
AD-5291,CAM-235,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Data Automation,Facebook Ads,Digital Efficiency,6012,336,41,19092.6,157291.76
AD-5132,CAM-527,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Data Automation,LinkedIn Ads,AI Awareness,24969,667,60,35944.97,297123.67
AD-2477,CAM-731,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Process Optimisation,Instagram Ads,Lead Generation,72807,3544,754,43930.4,11907481.08
AD-6160,CAM-728,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Data Automation,Instagram Ads,Digital Efficiency,21505,773,116,22619.13,834427.6
AD-2992,CAM-221,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,YouTube Ads,Market Expansion,15733,719,23,47780.29,346442.79
AD-8733,CAM-849,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Cybersecurity,Google Ads,AI Awareness,2035,112,19,3367.26,168779.76
