client_id,date,country,region,latitude,longitude,segment,industry,service_interest,lead_source,conversion_status,repeat_customer,lifetime_value
C-8456,2026-05-08,Nigeria,Lagos,6.5244,3.3792,NGO,Finance,Forecasting Model,Referral,Lead,Yes,15027.78
C-9374,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Startup,Retail,HR Analytics,LinkedIn,Not Converted,Yes,16473.71
C-9279,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Enterprise,Insurance,Data Automation,Google Ads,Converted,Yes,122016.36
C-7176,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Government,Retail,HR Analytics,Google Ads,Not Converted,No,17236.0
C-2803,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Startup,Agriculture,Process Optimisation,LinkedIn,Converted,No,40486.51
C-1996,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Government,Insurance,Process Optimisation,Organic,Lead,Yes,14332.05
C-3601,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Startup,Agriculture,HR Analytics,LinkedIn,Lead,Yes,13018.72
C-5088,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Government,Mining,AI Chatbot,Google Ads,Lead,Yes,16793.28
C-3861,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Startup,Finance,Data Automation,Email,Lead,No,12020.03
C-8748,2026-05-08,Nigeria,Lagos,6.5244,3.3792,NGO,Finance,Process Optimisation,Referral,Converted,Yes,25808.43
C-1425,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,SME,Finance,Cybersecurity,LinkedIn,Converted,No,134550.29
C-1871,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Startup,Mining,BI Dashboard,Email,Not Converted,Yes,14479.0
C-9058,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Enterprise,Agriculture,Cybersecurity,Organic,Lead,Yes,14081.74
C-4772,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Startup,Technology,HR Analytics,Organic,Converted,No,192461.37
C-6800,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Enterprise,Mining,Forecasting Model,Organic,Lead,No,14160.4
C-1221,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,NGO,Finance,Data Automation,LinkedIn,Converted,Yes,106207.48
C-4204,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,NGO,Technology,AI Chatbot,LinkedIn,Lead,Yes,10567.3
C-9973,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Government,Mining,Data Automation,Facebook,Lead,Yes,16000.82
C-1584,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,NGO,Education,HR Analytics,Organic,Lead,Yes,3877.18
C-8115,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Government,Insurance,HR Analytics,Google Ads,Lead,No,8397.9
C-7317,2026-05-08,Botswana,Francistown,-21.1702,27.5079,NGO,Technology,Forecasting Model,Referral,Not Converted,Yes,5458.1
C-8570,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Enterprise,Mining,Forecasting Model,LinkedIn,Lead,No,16888.92
C-7188,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,NGO,Retail,Data Automation,Referral,Lead,Yes,13986.31
C-4194,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,SME,Agriculture,Process Optimisation,Referral,Converted,Yes,255806.15
C-5560,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Government,Insurance,Process Optimisation,LinkedIn,Lead,Yes,12052.6
C-1257,2026-05-08,Nigeria,Lagos,6.5244,3.3792,NGO,Insurance,HR Analytics,LinkedIn,Lead,Yes,15051.17
C-5366,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,NGO,Finance,Cybersecurity,Organic,Converted,Yes,88906.05
C-5223,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Government,Technology,HR Analytics,Organic,Converted,No,235557.62
C-7317,2026-05-08,Botswana,Maun,-19.9833,23.4167,Startup,Mining,Cybersecurity,Organic,Lead,No,16396.96
C-4148,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Enterprise,Insurance,Forecasting Model,Referral,Not Converted,Yes,6920.58
C-3372,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Enterprise,Insurance,Forecasting Model,LinkedIn,Converted,No,203794.4
C-3691,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,NGO,Education,BI Dashboard,Organic,Not Converted,No,13441.45
C-8597,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Enterprise,Agriculture,BI Dashboard,Facebook,Lead,No,5065.65
C-9505,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Enterprise,Technology,Process Optimisation,LinkedIn,Converted,Yes,10948.84
C-5295,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Government,Education,Data Automation,LinkedIn,Converted,Yes,231339.24
C-7861,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Enterprise,Agriculture,BI Dashboard,Organic,Lead,Yes,4500.72
C-7309,2026-05-08,Botswana,Maun,-19.9833,23.4167,Startup,Retail,HR Analytics,Referral,Lead,No,10706.17
C-2581,2026-05-08,Nigeria,Lagos,6.5244,3.3792,NGO,Agriculture,BI Dashboard,Organic,Lead,Yes,13518.62
C-5842,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Government,Insurance,Cybersecurity,Referral,Not Converted,Yes,4525.27
C-1244,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,SME,Insurance,Process Optimisation,Google Ads,Lead,No,5350.58
C-8790,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Government,Finance,Cybersecurity,Organic,Converted,Yes,125351.15
C-2462,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Enterprise,Technology,Data Automation,Referral,Converted,Yes,109593.87
C-1443,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Government,Insurance,Forecasting Model,Organic,Converted,Yes,215322.91
C-2749,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Startup,Insurance,BI Dashboard,Facebook,Lead,No,12836.01
C-9917,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Government,Retail,HR Analytics,Referral,Converted,No,27021.14
C-8017,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,SME,Education,Cybersecurity,Organic,Lead,No,1273.42
C-5662,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,SME,Mining,Process Optimisation,Email,Lead,Yes,10841.36
C-7463,2026-05-08,Botswana,Maun,-19.9833,23.4167,SME,Education,Process Optimisation,Facebook,Not Converted,Yes,7832.05
C-1528,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,SME,Insurance,BI Dashboard,Organic,Converted,Yes,72167.97
C-1123,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Startup,Agriculture,Cybersecurity,LinkedIn,Not Converted,No,9773.08
C-9032,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Enterprise,Agriculture,Forecasting Model,Facebook,Converted,No,154077.78
C-6606,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,SME,Insurance,BI Dashboard,Referral,Lead,No,11335.3
C-3084,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Government,Education,Cybersecurity,Google Ads,Lead,Yes,7749.87
C-1966,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Enterprise,Education,AI Chatbot,Organic,Lead,Yes,14417.66
C-4330,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Enterprise,Education,Process Optimisation,Referral,Converted,Yes,38456.65
C-5900,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,SME,Retail,AI Chatbot,Organic,Converted,No,70156.63
C-5408,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Government,Retail,Forecasting Model,Facebook,Not Converted,Yes,14547.21
C-5248,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Government,Agriculture,AI Chatbot,Google Ads,Lead,No,14269.51
C-3241,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Government,Agriculture,BI Dashboard,Referral,Not Converted,Yes,6855.87
C-8576,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Enterprise,Technology,Process Optimisation,Google Ads,Converted,Yes,192938.91
C-9900,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,NGO,Mining,HR Analytics,LinkedIn,Converted,No,216888.01
C-1552,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Government,Education,Forecasting Model,Google Ads,Lead,Yes,11981.62
C-6760,2026-05-08,Botswana,Maun,-19.9833,23.4167,Government,Agriculture,Data Automation,Google Ads,Lead,No,14189.57
C-8897,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,NGO,Insurance,Data Automation,Google Ads,Lead,Yes,15904.94
C-3189,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Government,Finance,Forecasting Model,Facebook,Converted,Yes,151566.14
C-1806,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Government,Technology,AI Chatbot,Referral,Converted,No,255554.58
C-8316,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Startup,Technology,Process Optimisation,Facebook,Lead,No,5409.43
C-2611,2026-05-08,Botswana,Francistown,-21.1702,27.5079,NGO,Education,BI Dashboard,Google Ads,Converted,Yes,222362.66
C-9227,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Enterprise,Education,Forecasting Model,LinkedIn,Lead,Yes,8868.28
C-8723,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Government,Technology,HR Analytics,Facebook,Lead,No,2814.09
C-8945,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,SME,Mining,Data Automation,LinkedIn,Converted,No,103085.93
C-9466,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,NGO,Technology,Forecasting Model,Google Ads,Converted,No,237259.06
C-5020,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Startup,Technology,HR Analytics,Referral,Lead,Yes,10785.55
C-9357,2026-05-08,Botswana,Maun,-19.9833,23.4167,Enterprise,Technology,Forecasting Model,Email,Lead,No,7695.03
C-9000,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,NGO,Finance,Forecasting Model,Referral,Lead,No,9239.43
C-2752,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,SME,Insurance,BI Dashboard,Email,Not Converted,Yes,9193.16
C-2599,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Enterprise,Retail,AI Chatbot,Facebook,Lead,Yes,11630.97
C-7123,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,NGO,Education,AI Chatbot,Organic,Converted,No,194360.96
C-3239,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,NGO,Retail,Cybersecurity,Email,Converted,No,145247.25
C-8324,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Enterprise,Education,HR Analytics,Google Ads,Lead,No,2655.39
C-7981,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Enterprise,Education,AI Chatbot,Facebook,Converted,No,166949.95
C-6000,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Enterprise,Technology,BI Dashboard,Referral,Lead,No,3012.39
C-7727,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Government,Agriculture,HR Analytics,Organic,Converted,Yes,148129.65
C-5432,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Startup,Insurance,AI Chatbot,Google Ads,Lead,No,5623.18
C-5697,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,SME,Finance,Process Optimisation,Organic,Lead,Yes,17882.39
C-5304,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Enterprise,Finance,Data Automation,Organic,Lead,No,3487.18
C-3065,2026-05-08,Botswana,Maun,-19.9833,23.4167,NGO,Education,Cybersecurity,Google Ads,Not Converted,No,4921.97
C-4391,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Enterprise,Mining,Process Optimisation,LinkedIn,Converted,Yes,96693.78
C-6153,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Startup,Mining,Cybersecurity,Referral,Converted,Yes,37962.87
C-9860,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,NGO,Mining,Process Optimisation,Referral,Lead,Yes,1944.4
C-3555,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Government,Mining,Data Automation,Facebook,Converted,Yes,214674.95
C-5203,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Government,Insurance,Process Optimisation,Facebook,Lead,No,1091.45
C-6871,2026-05-08,Botswana,Maun,-19.9833,23.4167,NGO,Education,BI Dashboard,Email,Not Converted,Yes,16548.76
C-8015,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Government,Retail,Cybersecurity,Google Ads,Converted,No,232485.72
C-6105,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Enterprise,Agriculture,Forecasting Model,LinkedIn,Converted,No,71178.33
C-5791,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Enterprise,Retail,Process Optimisation,Referral,Not Converted,No,15070.21
C-7009,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,SME,Technology,Data Automation,LinkedIn,Lead,Yes,6866.93
C-7256,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Government,Mining,Process Optimisation,Referral,Lead,Yes,10273.28
C-7807,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Government,Technology,Process Optimisation,LinkedIn,Lead,Yes,11279.19
C-8211,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Government,Technology,AI Chatbot,LinkedIn,Lead,No,15618.51
C-2205,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Enterprise,Insurance,Process Optimisation,Google Ads,Lead,Yes,15135.26
C-8731,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,NGO,Technology,AI Chatbot,Email,Lead,No,8719.83
C-6709,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Government,Insurance,HR Analytics,LinkedIn,Converted,Yes,131089.76
C-9063,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Startup,Technology,Cybersecurity,LinkedIn,Lead,Yes,17461.44
C-6949,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,NGO,Finance,BI Dashboard,Google Ads,Converted,No,28871.86
C-8297,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Government,Insurance,Cybersecurity,Facebook,Lead,Yes,11264.17
C-1087,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Enterprise,Technology,HR Analytics,Organic,Converted,Yes,78953.24
C-8566,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Startup,Technology,Process Optimisation,Organic,Converted,No,91245.4
C-7477,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Government,Retail,HR Analytics,Email,Converted,No,160141.07
C-9782,2026-05-08,Botswana,Maun,-19.9833,23.4167,SME,Education,BI Dashboard,Google Ads,Not Converted,Yes,8050.11
C-1256,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Enterprise,Mining,Cybersecurity,Google Ads,Not Converted,Yes,7927.2
C-4829,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Startup,Retail,Data Automation,Organic,Converted,No,229085.32
C-3741,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Enterprise,Technology,Process Optimisation,LinkedIn,Converted,Yes,253307.68
C-8676,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Government,Agriculture,HR Analytics,Organic,Not Converted,No,16296.0
C-4989,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Startup,Technology,AI Chatbot,LinkedIn,Lead,No,11315.72
C-4056,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Startup,Agriculture,AI Chatbot,Google Ads,Converted,Yes,205469.04
C-1834,2026-05-08,Botswana,Maun,-19.9833,23.4167,Enterprise,Education,Data Automation,Google Ads,Converted,Yes,259041.52
C-2278,2026-05-08,Nigeria,Lagos,6.5244,3.3792,SME,Education,HR Analytics,Referral,Lead,No,11819.78
C-4655,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Enterprise,Education,BI Dashboard,Facebook,Not Converted,No,11354.03
C-4339,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,SME,Finance,Cybersecurity,Referral,Lead,No,3945.62
C-9732,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,SME,Insurance,Forecasting Model,Referral,Lead,No,6532.62
C-4676,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,NGO,Technology,Forecasting Model,Facebook,Converted,Yes,186394.25
C-1295,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,SME,Retail,HR Analytics,LinkedIn,Converted,Yes,111476.5
C-5993,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,NGO,Education,Process Optimisation,Facebook,Lead,No,17766.03
C-8003,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Enterprise,Retail,AI Chatbot,LinkedIn,Lead,Yes,13873.17
C-8052,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,NGO,Technology,AI Chatbot,LinkedIn,Converted,No,39858.53
C-7264,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,SME,Finance,Cybersecurity,Email,Not Converted,No,3230.92
C-6424,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,NGO,Agriculture,Cybersecurity,Facebook,Converted,No,231482.16
C-7227,2026-05-08,Nigeria,Lagos,6.5244,3.3792,NGO,Finance,AI Chatbot,Organic,Lead,No,6230.68
C-9652,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Government,Education,Process Optimisation,LinkedIn,Converted,No,203521.67
C-9312,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Startup,Retail,AI Chatbot,Facebook,Converted,Yes,233653.32
C-3174,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Enterprise,Finance,Data Automation,LinkedIn,Converted,Yes,107154.2
C-4407,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,SME,Education,AI Chatbot,LinkedIn,Lead,Yes,9782.85
C-4300,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Government,Agriculture,BI Dashboard,Organic,Converted,No,140933.62
C-6689,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Enterprise,Finance,Data Automation,Google Ads,Lead,Yes,16981.94
C-9203,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Enterprise,Insurance,Cybersecurity,Google Ads,Lead,Yes,929.49
C-6346,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Enterprise,Retail,BI Dashboard,Organic,Not Converted,Yes,3838.1
C-4227,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Enterprise,Education,Forecasting Model,Referral,Lead,Yes,11993.3
C-1366,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,SME,Finance,Cybersecurity,Referral,Lead,Yes,13738.55
C-5161,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Startup,Finance,Cybersecurity,Email,Lead,Yes,9344.94
C-2012,2026-05-08,Botswana,Francistown,-21.1702,27.5079,SME,Mining,HR Analytics,Email,Converted,No,107079.26
C-2013,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Enterprise,Mining,Process Optimisation,Facebook,Converted,Yes,168080.38
C-9443,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,SME,Agriculture,Forecasting Model,Email,Lead,Yes,903.54
C-1878,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,SME,Technology,Forecasting Model,Organic,Lead,No,13244.5
C-4311,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Government,Insurance,HR Analytics,Organic,Not Converted,Yes,3143.99
C-2297,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Startup,Technology,Data Automation,Google Ads,Lead,Yes,6498.25
C-5209,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Government,Finance,AI Chatbot,Referral,Not Converted,No,1266.9
C-4534,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Startup,Technology,Forecasting Model,Google Ads,Lead,Yes,14410.24
C-7099,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,SME,Agriculture,HR Analytics,Email,Converted,Yes,147035.2
C-8509,2026-05-08,Nigeria,Lagos,6.5244,3.3792,NGO,Mining,BI Dashboard,Email,Lead,Yes,8718.57
C-1957,2026-05-08,Botswana,Francistown,-21.1702,27.5079,NGO,Technology,AI Chatbot,Google Ads,Not Converted,No,3016.86
C-4504,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Government,Insurance,Data Automation,Referral,Not Converted,No,14323.65
C-9357,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,NGO,Finance,BI Dashboard,Referral,Lead,Yes,8523.67
C-3405,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Startup,Retail,Forecasting Model,Referral,Converted,No,27102.48
C-3438,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Startup,Mining,Forecasting Model,LinkedIn,Lead,Yes,3387.57
C-7681,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Government,Agriculture,Cybersecurity,Google Ads,Not Converted,No,11503.94
C-9731,2026-05-08,Nigeria,Lagos,6.5244,3.3792,NGO,Insurance,BI Dashboard,Email,Converted,Yes,258523.61
C-6779,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Enterprise,Agriculture,BI Dashboard,Email,Not Converted,No,3770.26
C-2164,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,SME,Mining,HR Analytics,Facebook,Converted,Yes,242961.81
C-1144,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,SME,Mining,HR Analytics,Referral,Converted,Yes,131896.14
C-2486,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,SME,Mining,HR Analytics,Email,Lead,No,17665.69
C-1269,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Enterprise,Technology,HR Analytics,Referral,Lead,Yes,6668.42
C-5823,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,SME,Retail,Process Optimisation,Email,Not Converted,Yes,11311.55
C-9010,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,SME,Education,Data Automation,Email,Lead,Yes,7726.36
C-4307,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,NGO,Retail,Cybersecurity,Google Ads,Lead,No,13284.24
C-5539,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,NGO,Education,Process Optimisation,Organic,Converted,No,123065.26
C-9052,2026-05-08,Nigeria,Lagos,6.5244,3.3792,SME,Education,Cybersecurity,LinkedIn,Converted,No,214034.61
C-2484,2026-05-08,Botswana,Maun,-19.9833,23.4167,SME,Insurance,Cybersecurity,Facebook,Converted,Yes,113147.8
C-6014,2026-05-08,Botswana,Francistown,-21.1702,27.5079,NGO,Retail,Process Optimisation,Email,Lead,No,7368.52
C-2031,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,SME,Mining,BI Dashboard,Email,Not Converted,No,3110.21
C-3622,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,NGO,Technology,HR Analytics,Email,Converted,No,98392.1
C-5284,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,SME,Mining,AI Chatbot,Google Ads,Lead,No,3541.67
C-6199,2026-05-08,Nigeria,Lagos,6.5244,3.3792,SME,Mining,HR Analytics,LinkedIn,Converted,No,72585.91
C-1285,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Enterprise,Technology,Forecasting Model,LinkedIn,Lead,No,7713.06
C-1938,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,NGO,Mining,Forecasting Model,Email,Lead,No,3114.5
C-5518,2026-05-08,Nigeria,Lagos,6.5244,3.3792,SME,Mining,HR Analytics,Email,Converted,Yes,184196.14
C-6879,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Startup,Mining,AI Chatbot,Organic,Lead,Yes,15432.24
C-8919,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,NGO,Insurance,AI Chatbot,LinkedIn,Converted,Yes,138136.27
C-4706,2026-05-08,Botswana,Francistown,-21.1702,27.5079,NGO,Technology,AI Chatbot,Email,Converted,No,50033.11
C-3098,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,NGO,Insurance,Data Automation,Referral,Lead,No,13911.99
C-8116,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Startup,Education,AI Chatbot,Facebook,Not Converted,Yes,6867.02
C-9071,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Startup,Education,HR Analytics,Referral,Lead,No,3806.33
C-4579,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Government,Insurance,Data Automation,Organic,Converted,No,125281.9
C-7108,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,SME,Technology,Process Optimisation,LinkedIn,Lead,No,1183.75
C-7853,2026-05-08,Nigeria,Lagos,6.5244,3.3792,NGO,Education,Data Automation,LinkedIn,Lead,Yes,5756.77
C-3524,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Startup,Retail,AI Chatbot,Facebook,Lead,Yes,5102.48
C-2044,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Government,Agriculture,Cybersecurity,Facebook,Lead,Yes,5118.12
C-8273,2026-05-08,Botswana,Maun,-19.9833,23.4167,Enterprise,Education,AI Chatbot,Facebook,Lead,No,6954.86
C-2678,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,SME,Retail,Data Automation,LinkedIn,Converted,No,212946.69
C-5672,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,NGO,Technology,BI Dashboard,Google Ads,Converted,Yes,208496.71
C-9138,2026-05-08,Botswana,Maun,-19.9833,23.4167,Government,Finance,HR Analytics,Email,Lead,No,15905.48
C-7295,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Enterprise,Mining,Forecasting Model,Facebook,Lead,Yes,3139.6
C-7077,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Startup,Agriculture,HR Analytics,Referral,Converted,Yes,130741.13
C-3047,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,NGO,Agriculture,HR Analytics,Email,Lead,No,12693.5
C-8121,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Enterprise,Insurance,Data Automation,Email,Converted,No,154297.84
C-7860,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Enterprise,Agriculture,Cybersecurity,LinkedIn,Lead,No,9824.11
C-6767,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,NGO,Finance,AI Chatbot,Referral,Converted,No,112870.62
C-3442,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Startup,Retail,Process Optimisation,LinkedIn,Converted,Yes,180529.87
C-7647,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Enterprise,Technology,Data Automation,Organic,Converted,Yes,170226.82
C-7654,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,NGO,Technology,HR Analytics,Email,Converted,No,246125.59
C-8673,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,NGO,Finance,BI Dashboard,Google Ads,Not Converted,No,3141.78
C-8246,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Startup,Technology,BI Dashboard,LinkedIn,Converted,Yes,131181.18
C-4886,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,NGO,Technology,Forecasting Model,Organic,Not Converted,Yes,15186.13
C-3279,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Enterprise,Education,AI Chatbot,Email,Lead,Yes,2345.71
C-6227,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,NGO,Finance,HR Analytics,Google Ads,Converted,Yes,142043.4
C-9494,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Government,Retail,HR Analytics,Google Ads,Not Converted,No,3288.83
C-8268,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Enterprise,Finance,Cybersecurity,Facebook,Lead,No,9162.28
